Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR16683635_1	(1.0, 38.90222414404295)	(2.0, 17.835186897694175)	(3.0, 10.281469165327643)	(4.0, 6.278413904736666)	(5.0, 4.27598776594383)	(6.0, 2.9160872659324824)	(7.0, 2.200909080340506)	(8.0, 1.672357307156257)	(9.0, 1.3111578289837407)	('>10', 9.28909229850933)	('>50', 2.4047230574043423)	('>100', 2.3951412814930513)	('>500', 0.23725000243505728)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683635_2	(1.0, 39.11997030652247)	(2.0, 17.884418264158825)	(3.0, 10.365016361676323)	(4.0, 6.3231112288678215)	(5.0, 4.188829572726767)	(6.0, 2.898486732752975)	(7.0, 2.0483504476781835)	(8.0, 1.5887899061551773)	(9.0, 1.2738334547088663)	('>10', 9.261103738149954)	('>50', 2.405490762818977)	('>100', 2.379201655935956)	('>500', 0.19206360107071363)	('>1k', 0.071333966776982)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683636_1	(1.0, 40.028858141749105)	(2.0, 18.586638866455157)	(3.0, 10.46682024985685)	(4.0, 6.6821991178267455)	(5.0, 4.29444104734002)	(6.0, 3.006973247166158)	(7.0, 2.2223888689616835)	(8.0, 1.777483123664475)	(9.0, 1.3129945604533322)	('>10', 9.257915024547911)	('>50', 1.565682160375998)	('>100', 0.7976055916025633)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683636_2	(1.0, 40.365993089248086)	(2.0, 18.144047616230143)	(3.0, 10.747982781736292)	(4.0, 6.614965296238963)	(5.0, 4.3586221528918845)	(6.0, 3.014772584279277)	(7.0, 2.252767417544923)	(8.0, 1.707137527500796)	(9.0, 1.301663218758075)	('>10', 9.047699949090715)	('>50', 1.5558647554764276)	('>100', 0.8085207974269555)	('>500', 0.0)	('>1k', 0.07996281357746572)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683637_1	(1.0, 40.69726576557794)	(2.0, 18.3903063595204)	(3.0, 10.458086317903312)	(4.0, 6.5273271310063965)	(5.0, 4.225588805475288)	(6.0, 2.9911461373955963)	(7.0, 2.192351265654932)	(8.0, 1.5890374437403254)	(9.0, 1.2942738008127057)	('>10', 9.275174521385878)	('>50', 1.5782752164130436)	('>100', 0.7436587789911847)	('>500', 0.037508456123013394)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683637_2	(1.0, 41.10482448691478)	(2.0, 18.19466131479945)	(3.0, 10.336748216190514)	(4.0, 6.439682380292827)	(5.0, 4.276596359929394)	(6.0, 2.99333745814745)	(7.0, 2.1147450514915365)	(8.0, 1.6425967986246652)	(9.0, 1.2811128475643896)	('>10', 9.311186516185805)	('>50', 1.4460918113563288)	('>100', 0.8029587027807403)	('>500', 0.0554580557220329)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683638_1	(1.0, 44.318091296085164)	(2.0, 19.27942609942321)	(3.0, 10.871673061878283)	(4.0, 6.64337024744258)	(5.0, 4.127181718827033)	(6.0, 2.9304652907794138)	(7.0, 2.0768061436245753)	(8.0, 1.5407199876183642)	(9.0, 1.1841254020906873)	('>10', 6.535143412934673)	('>50', 0.36759216035658754)	('>100', 0.12540517893944794)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683638_2	(1.0, 44.517513036864706)	(2.0, 19.470978974466863)	(3.0, 10.827723222257395)	(4.0, 6.4990309425111015)	(5.0, 4.136954968752222)	(6.0, 2.8365962843335883)	(7.0, 1.9301896787965855)	(8.0, 1.5510329112134214)	(9.0, 1.1395927732695537)	('>10', 6.531474649417543)	('>50', 0.3752836855951527)	('>100', 0.11295563269550898)	('>500', 0.07067323982639839)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683639_1	(1.0, 42.63593448192442)	(2.0, 19.199184314273836)	(3.0, 10.599203826677748)	(4.0, 6.580347034304154)	(5.0, 4.310978527689235)	(6.0, 2.9003550567623373)	(7.0, 2.19970314804452)	(8.0, 1.5785086602520038)	(9.0, 1.2631907595436258)	('>10', 7.7632570763204525)	('>50', 0.6527592274443643)	('>100', 0.3165778867633179)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683639_2	(1.0, 42.79417630532447)	(2.0, 19.16274298691243)	(3.0, 10.667373939798663)	(4.0, 6.565371746018532)	(5.0, 4.165130186975372)	(6.0, 2.9205939077640184)	(7.0, 2.17227886389847)	(8.0, 1.5706153015249216)	(9.0, 1.2779453902976463)	('>10', 7.697709234678333)	('>50', 0.667854635079304)	('>100', 0.26763080219613183)	('>500', 0.07057669953169711)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683640_1	(1.0, 37.97101170180089)	(2.0, 18.230843312688275)	(3.0, 11.227893321058422)	(4.0, 6.8590121208502)	(5.0, 4.658277478905937)	(6.0, 3.238158526184061)	(7.0, 2.360972296800779)	(8.0, 1.8743509664024258)	(9.0, 1.4495885699025204)	('>10', 9.571439695724958)	('>50', 1.652189866473553)	('>100', 0.8700560669768905)	('>500', 0.03620607623106726)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683640_2	(1.0, 38.23033927936696)	(2.0, 18.273708378684532)	(3.0, 10.79025091585039)	(4.0, 6.972195776428888)	(5.0, 4.594711370459614)	(6.0, 3.2670856370533774)	(7.0, 2.4623195224392833)	(8.0, 1.8408333685003737)	(9.0, 1.3846472380983568)	('>10', 9.59360947279852)	('>50', 1.6430060845982368)	('>100', 0.8908199586861686)	('>500', 0.0564729970352725)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683642_1	(1.0, 38.709269485216815)	(2.0, 20.232182803958842)	(3.0, 12.322805602391112)	(4.0, 7.792886120169359)	(5.0, 5.189948501801647)	(6.0, 3.626922606042032)	(7.0, 2.6181368994848007)	(8.0, 1.8910300515074974)	(9.0, 1.3578987534278302)	('>10', 6.018530593378749)	('>50', 0.168622234966233)	('>100', 0.07176634765503578)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683642_2	(1.0, 39.449398830982865)	(2.0, 20.304193141125985)	(3.0, 12.172560352663682)	(4.0, 7.710624644817774)	(5.0, 5.138761623921489)	(6.0, 3.4587222865520615)	(7.0, 2.568299190242823)	(8.0, 1.765330133146311)	(9.0, 1.3711987375912758)	('>10', 5.7834724634452055)	('>50', 0.17795361942361615)	('>100', 0.04806287156406448)	('>500', 0.05142210452284318)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683726_1	(1.0, 41.2220108718005)	(2.0, 18.834699545064904)	(3.0, 10.74417680296597)	(4.0, 6.662032523141711)	(5.0, 4.422899352024157)	(6.0, 3.031272584081263)	(7.0, 2.17250251278279)	(8.0, 1.5775483983520424)	(9.0, 1.2306126417496615)	('>10', 8.34573369392385)	('>50', 1.1735872437427783)	('>100', 0.5478476068022853)	('>500', 0.035076223568109036)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683726_2	(1.0, 41.38798303298629)	(2.0, 18.89038687797604)	(3.0, 10.870035524751001)	(4.0, 6.687812177381201)	(5.0, 4.291822383703794)	(6.0, 3.0088292608021834)	(7.0, 2.046150090357617)	(8.0, 1.5537640669973094)	(9.0, 1.2867418693187744)	('>10', 8.186924968269967)	('>50', 1.2277969098052308)	('>100', 0.5007321920486726)	('>500', 0.06102064560195876)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683727_1	(1.0, 46.76648782483748)	(2.0, 20.264048710705158)	(3.0, 10.817314127604247)	(4.0, 6.464878878151804)	(5.0, 4.001670268550974)	(6.0, 2.653842104054664)	(7.0, 1.8040923702505818)	(8.0, 1.4303489931190532)	(9.0, 1.0472000308995322)	('>10', 4.437391215885999)	('>50', 0.19303921300260077)	('>100', 0.119686262937944)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683727_2	(1.0, 47.35052549217348)	(2.0, 20.00365722091308)	(3.0, 10.682132576560148)	(4.0, 6.4082661066425395)	(5.0, 3.9464276567489396)	(6.0, 2.7126951161150057)	(7.0, 1.7874366121287153)	(8.0, 1.4520207997247685)	(9.0, 0.992362236160667)	('>10', 4.3396953758529495)	('>50', 0.1643398681175788)	('>100', 0.0966934455353726)	('>500', 0.06374749332674766)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683728_1	(1.0, 43.71677450440016)	(2.0, 18.201024033050523)	(3.0, 9.562089930229051)	(4.0, 5.706013405130322)	(5.0, 3.651091309573585)	(6.0, 2.441169597829051)	(7.0, 1.843910570898613)	(8.0, 1.3466747607214287)	(9.0, 1.0778747303559038)	('>10', 9.110404861999646)	('>50', 2.0733048760917283)	('>100', 1.2210550884462859)	('>500', 0.04861233127368903)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683728_2	(1.0, 44.33653407656958)	(2.0, 18.07140380154935)	(3.0, 9.643772000410221)	(4.0, 5.516285609511129)	(5.0, 3.6167272869799927)	(6.0, 2.3025241530785365)	(7.0, 1.7281179694644457)	(8.0, 1.306841460828525)	(9.0, 1.0081033981221947)	('>10', 9.133578818650893)	('>50', 2.151838093701702)	('>100', 1.116783701629187)	('>500', 0.06748962950426214)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683729_1	(1.0, 41.126967601129586)	(2.0, 18.74792805099291)	(3.0, 10.621991129866158)	(4.0, 6.75952016079207)	(5.0, 4.544996254137244)	(6.0, 3.1918758256394244)	(7.0, 2.3165589445716854)	(8.0, 1.7470219832423335)	(9.0, 1.3359590888572364)	('>10', 8.489632251346334)	('>50', 0.8126584364634157)	('>100', 0.3048902729616697)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683729_2	(1.0, 41.30819138627324)	(2.0, 18.429879470984016)	(3.0, 10.771710915854202)	(4.0, 6.841389178067268)	(5.0, 4.3657974220474145)	(6.0, 3.15790066105254)	(7.0, 2.3485748939597766)	(8.0, 1.7280311720540578)	(9.0, 1.419693782373781)	('>10', 8.443079432142165)	('>50', 0.8056065629151399)	('>100', 0.30850296354883583)	('>500', 0.07164215872755056)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683736_1	(1.0, 38.55311318268326)	(2.0, 20.307440722859248)	(3.0, 12.400227794456011)	(4.0, 7.944904962256624)	(5.0, 5.341975982846399)	(6.0, 3.550397285191144)	(7.0, 2.515811988132524)	(8.0, 1.9206925031688205)	(9.0, 1.36302031265488)	('>10', 5.862430394238575)	('>50', 0.18804876380308816)	('>100', 0.05193610770940512)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683736_2	(1.0, 38.939818488660585)	(2.0, 20.310725663399133)	(3.0, 12.653899810354979)	(4.0, 7.599563377027049)	(5.0, 5.1601075339566265)	(6.0, 3.5565501689547037)	(7.0, 2.5317895496805796)	(8.0, 1.873170488338157)	(9.0, 1.3026783906528598)	('>10', 5.816848204341092)	('>50', 0.15822403880491764)	('>100', 0.04979174249794165)	('>500', 0.046832543331397324)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683747_1	(1.0, 38.53175884187429)	(2.0, 20.09346555316429)	(3.0, 12.226652218851717)	(4.0, 7.849275218396974)	(5.0, 5.235161419871175)	(6.0, 3.5802113348315205)	(7.0, 2.5955981675065765)	(8.0, 1.9073667301574961)	(9.0, 1.4448132616287852)	('>10', 6.273604267620074)	('>50', 0.18794759956641943)	('>100', 0.0741453865306678)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683747_2	(1.0, 39.680575952430445)	(2.0, 20.032733005582397)	(3.0, 12.095815030602369)	(4.0, 7.671940495785326)	(5.0, 5.045232090613664)	(6.0, 3.5235159126626203)	(7.0, 2.5160280048348937)	(8.0, 1.8281629479349348)	(9.0, 1.398788274453851)	('>10', 5.9306700647045245)	('>50', 0.16517764881159427)	('>100', 0.05649412675332237)	('>500', 0.05486644483005738)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683758_1	(1.0, 39.0538313962356)	(2.0, 20.54398481127377)	(3.0, 12.316704951872785)	(4.0, 7.769149619771561)	(5.0, 5.181888069886437)	(6.0, 3.6552916741176396)	(7.0, 2.4915338632687893)	(8.0, 1.836256018960471)	(9.0, 1.3341031754689285)	('>10', 5.645715877463737)	('>50', 0.10782603236857247)	('>100', 0.06371450931169612)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683758_2	(1.0, 39.35712612960604)	(2.0, 20.342286455596756)	(3.0, 12.458066855326502)	(4.0, 7.82920499988632)	(5.0, 4.960453003802844)	(6.0, 3.520187142465498)	(7.0, 2.5039104118109994)	(8.0, 1.8006082350629355)	(9.0, 1.379072367282831)	('>10', 5.618158879822633)	('>50', 0.13857681245951428)	('>100', 0.041252542973873235)	('>500', 0.0510961639032747)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683770_1	(1.0, 40.32088793875831)	(2.0, 20.555622698040867)	(3.0, 12.093777512661939)	(4.0, 7.490522554028126)	(5.0, 5.090727176285932)	(6.0, 3.3826308178834292)	(7.0, 2.366570294107616)	(8.0, 1.77705177043604)	(9.0, 1.2354337673125488)	('>10', 5.481238745023678)	('>50', 0.14861043519670664)	('>100', 0.05692629026480533)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683770_2	(1.0, 41.433378285991424)	(2.0, 20.293651056135538)	(3.0, 11.990638912982899)	(4.0, 7.40407600231749)	(5.0, 4.718661449173039)	(6.0, 3.403465877180604)	(7.0, 2.2166163892474)	(8.0, 1.726902823620774)	(9.0, 1.2590319510802872)	('>10', 5.295116319317769)	('>50', 0.15335774204387798)	('>100', 0.049029179780811914)	('>500', 0.056074011128127425)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683781_1	(1.0, 39.421402521265605)	(2.0, 19.647650859163175)	(3.0, 11.497573771433272)	(4.0, 7.331552363449618)	(5.0, 4.85736440332325)	(6.0, 3.346910750013811)	(7.0, 2.484026858453945)	(8.0, 1.8706986335447207)	(9.0, 1.4076260628002377)	('>10', 7.367860222662616)	('>50', 0.5554465965143326)	('>100', 0.21188695737535507)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683781_2	(1.0, 40.054729778614686)	(2.0, 19.656959804496353)	(3.0, 11.672295655774718)	(4.0, 7.295018725519914)	(5.0, 4.751334547625812)	(6.0, 3.244179090576274)	(7.0, 2.3660922553437778)	(8.0, 1.7790712073602177)	(9.0, 1.3695966906731667)	('>10', 7.048489565894325)	('>50', 0.5199631895793856)	('>100', 0.1944671194196549)	('>500', 0.047802369121728715)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683792_1	(1.0, 37.49758201714253)	(2.0, 20.555557377358628)	(3.0, 12.547044737629312)	(4.0, 8.12411064846008)	(5.0, 5.49991352502901)	(6.0, 3.7562893384330778)	(7.0, 2.598045089076744)	(8.0, 1.996021869662913)	(9.0, 1.4202721571076078)	('>10', 5.835444977903264)	('>50', 0.11592499621047188)	('>100', 0.05379326598636395)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683792_2	(1.0, 38.12918306414434)	(2.0, 20.680959234935745)	(3.0, 12.73478185960456)	(4.0, 7.967019132632464)	(5.0, 5.329115140450994)	(6.0, 3.658479130466399)	(7.0, 2.6243310654124343)	(8.0, 1.8311564576054076)	(9.0, 1.392239396439415)	('>10', 5.422366203918819)	('>50', 0.14114238040590843)	('>100', 0.04445470020530082)	('>500', 0.04477223377819583)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683803_1	(1.0, 36.92758506220456)	(2.0, 19.87860422850507)	(3.0, 12.30454782943015)	(4.0, 7.9335161201948585)	(5.0, 5.363206429651845)	(6.0, 3.638875609167113)	(7.0, 2.7588292690656995)	(8.0, 2.061581999636739)	(9.0, 1.5990465854905909)	('>10', 7.184436634758147)	('>50', 0.26551751537555357)	('>100', 0.08425271651963144)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683803_2	(1.0, 37.92193612060897)	(2.0, 19.67731788574325)	(3.0, 12.120882292868329)	(4.0, 7.7193025350480475)	(5.0, 5.350889377610499)	(6.0, 3.757677190424727)	(7.0, 2.6168646701003726)	(8.0, 1.947646191045942)	(9.0, 1.5348497393299037)	('>10', 6.980954508544499)	('>50', 0.2631389047279876)	('>100', 0.05502317463698153)	('>500', 0.0535174093105419)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683814_1	(1.0, 36.79607836595936)	(2.0, 19.749263367188803)	(3.0, 12.496160942396493)	(4.0, 8.018011246871627)	(5.0, 5.469882285928778)	(6.0, 3.8955334414464033)	(7.0, 2.7827737983053598)	(8.0, 2.107247213737364)	(9.0, 1.543369289590508)	('>10', 6.900412874666618)	('>50', 0.18151399686277167)	('>100', 0.05975317704589585)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683814_2	(1.0, 37.523471405567435)	(2.0, 19.944004863089283)	(3.0, 12.332739186892924)	(4.0, 8.037708728171173)	(5.0, 5.423371318292934)	(6.0, 3.805061958946144)	(7.0, 2.6615071079869326)	(8.0, 1.9925150422745426)	(9.0, 1.509775513735628)	('>10', 6.499086795236421)	('>50', 0.15086890339607784)	('>100', 0.05484973490953206)	('>500', 0.0)	('>1k', 0.06503944150100564)	('>5k', 0.0)	('>10k+', 0.0)
