Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22
SRR16683636_2	(35, 3275.0)	(40, 3774.0)	(45, 5704.0)	(50, 7652.0)	(55, 10433.0)	(60, 12584.0)	(65, 15022.0)	(70, 17303.0)	(75, 19663.0)	(80, 22216.0)	(85, 24460.0)	(90, 27016.0)	(95, 28644.0)	(100, 30666.0)	(105, 32049.0)	(110, 34201.0)	(115, 34598.0)	(120, 35750.0)	(125, 35819.0)	(130, 36377.0)	(135, 36784.0)	(140, 36710.0)	(145, 906771.0)
SRR16683637_1	(35, 2759.0)	(40, 2904.0)	(45, 4487.0)	(50, 6434.0)	(55, 8205.0)	(60, 10486.0)	(65, 12353.0)	(70, 14557.0)	(75, 16820.0)	(80, 19260.0)	(85, 21133.0)	(90, 23537.0)	(95, 24985.0)	(100, 27254.0)	(105, 28771.0)	(110, 30351.0)	(115, 30896.0)	(120, 32534.0)	(125, 32721.0)	(130, 33473.0)	(135, 34219.0)	(140, 34054.0)	(145, 909615.0)
SRR16683637_2	(35, 2530.0)	(40, 2877.0)	(45, 4497.0)	(50, 6443.0)	(55, 8229.0)	(60, 10502.0)	(65, 12426.0)	(70, 14610.0)	(75, 16899.0)	(80, 19379.0)	(85, 21261.0)	(90, 23626.0)	(95, 25132.0)	(100, 27411.0)	(105, 29004.0)	(110, 30710.0)	(115, 31147.0)	(120, 32814.0)	(125, 33000.0)	(130, 33913.0)	(135, 34518.0)	(140, 34897.0)	(145, 905983.0)
SRR16683638_1	(35, 1918.0)	(40, 1971.0)	(45, 3329.0)	(50, 4678.0)	(55, 6412.0)	(60, 8252.0)	(65, 9831.0)	(70, 11636.0)	(75, 13583.0)	(80, 15682.0)	(85, 17118.0)	(90, 19348.0)	(95, 20952.0)	(100, 23040.0)	(105, 23761.0)	(110, 25346.0)	(115, 26038.0)	(120, 26991.0)	(125, 27634.0)	(130, 28014.0)	(135, 28604.0)	(140, 29242.0)	(145, 785795.0)
SRR16683638_2	(35, 1686.0)	(40, 1970.0)	(45, 3329.0)	(50, 4685.0)	(55, 6450.0)	(60, 8265.0)	(65, 9877.0)	(70, 11697.0)	(75, 13662.0)	(80, 15757.0)	(85, 17241.0)	(90, 19429.0)	(95, 21022.0)	(100, 23242.0)	(105, 23880.0)	(110, 25554.0)	(115, 26201.0)	(120, 27279.0)	(125, 27855.0)	(130, 28402.0)	(135, 28862.0)	(140, 29906.0)	(145, 782924.0)
SRR16683639_1	(35, 2460.0)	(40, 2633.0)	(45, 4221.0)	(50, 5746.0)	(55, 7858.0)	(60, 9613.0)	(65, 11720.0)	(70, 13507.0)	(75, 15538.0)	(80, 17990.0)	(85, 19941.0)	(90, 21874.0)	(95, 23302.0)	(100, 25552.0)	(105, 26279.0)	(110, 28162.0)	(115, 28913.0)	(120, 29978.0)	(125, 29914.0)	(130, 30975.0)	(135, 31141.0)	(140, 30611.0)	(145, 803280.0)
SRR16683639_2	(35, 2212.0)	(40, 2638.0)	(45, 4191.0)	(50, 5720.0)	(55, 7868.0)	(60, 9622.0)	(65, 11740.0)	(70, 13570.0)	(75, 15591.0)	(80, 18078.0)	(85, 20042.0)	(90, 22009.0)	(95, 23415.0)	(100, 25688.0)	(105, 26469.0)	(110, 28344.0)	(115, 29098.0)	(120, 30201.0)	(125, 30058.0)	(130, 31353.0)	(135, 31319.0)	(140, 31218.0)	(145, 800764.0)
SRR16683640_1	(35, 3634.0)	(40, 3783.0)	(45, 5901.0)	(50, 8216.0)	(55, 10780.0)	(60, 13603.0)	(65, 16472.0)	(70, 19098.0)	(75, 21734.0)	(80, 25062.0)	(85, 27585.0)	(90, 30302.0)	(95, 32732.0)	(100, 35482.0)	(105, 37467.0)	(110, 39867.0)	(115, 40444.0)	(120, 41902.0)	(125, 42404.0)	(130, 43400.0)	(135, 44065.0)	(140, 43403.0)	(145, 1046544.0)
SRR16683640_2	(35, 3345.0)	(40, 3780.0)	(45, 5912.0)	(50, 8220.0)	(55, 10824.0)	(60, 13598.0)	(65, 16504.0)	(70, 19119.0)	(75, 21818.0)	(80, 25170.0)	(85, 27696.0)	(90, 30493.0)	(95, 32845.0)	(100, 35623.0)	(105, 37698.0)	(110, 40098.0)	(115, 40712.0)	(120, 42154.0)	(125, 42671.0)	(130, 43704.0)	(135, 44333.0)	(140, 44360.0)	(145, 1043203.0)
SRR16683642_1	(35, 2894.0)	(40, 3265.0)	(45, 4917.0)	(50, 6274.0)	(55, 8246.0)	(60, 9940.0)	(65, 11700.0)	(70, 14124.0)	(75, 15682.0)	(80, 18134.0)	(85, 19747.0)	(90, 21976.0)	(95, 23491.0)	(100, 25495.0)	(105, 26914.0)	(110, 28422.0)	(115, 29411.0)	(120, 30524.0)	(125, 30826.0)	(130, 31905.0)	(135, 31872.0)	(140, 32752.0)	(145, 1130885.0)
SRR16683642_2	(35, 2855.0)	(40, 3249.0)	(45, 4899.0)	(50, 6251.0)	(55, 8214.0)	(60, 9922.0)	(65, 11666.0)	(70, 14073.0)	(75, 15653.0)	(80, 18045.0)	(85, 19698.0)	(90, 21892.0)	(95, 23404.0)	(100, 25447.0)	(105, 26802.0)	(110, 28377.0)	(115, 29336.0)	(120, 30442.0)	(125, 30758.0)	(130, 31951.0)	(135, 31810.0)	(140, 32775.0)	(145, 1131877.0)
SRR16683726_1	(35, 3646.0)	(40, 4006.0)	(45, 6075.0)	(50, 8431.0)	(55, 11212.0)	(60, 14187.0)	(65, 17101.0)	(70, 19784.0)	(75, 22393.0)	(80, 25506.0)	(85, 27734.0)	(90, 30698.0)	(95, 32163.0)	(100, 34148.0)	(105, 35981.0)	(110, 37497.0)	(115, 37979.0)	(120, 38772.0)	(125, 39484.0)	(130, 39773.0)	(135, 40311.0)	(140, 38952.0)	(145, 933720.0)
SRR16683726_2	(35, 3412.0)	(40, 4014.0)	(45, 6106.0)	(50, 8447.0)	(55, 11233.0)	(60, 14188.0)	(65, 17164.0)	(70, 19828.0)	(75, 22475.0)	(80, 25609.0)	(85, 27888.0)	(90, 30866.0)	(95, 32362.0)	(100, 34434.0)	(105, 36251.0)	(110, 37829.0)	(115, 38294.0)	(120, 39102.0)	(125, 39800.0)	(130, 40256.0)	(135, 40482.0)	(140, 39869.0)	(145, 929644.0)
SRR16683727_1	(35, 2292.0)	(40, 2362.0)	(45, 3764.0)	(50, 5088.0)	(55, 6944.0)	(60, 8344.0)	(65, 10177.0)	(70, 11652.0)	(75, 13353.0)	(80, 15277.0)	(85, 16447.0)	(90, 18140.0)	(95, 19222.0)	(100, 20816.0)	(105, 21831.0)	(110, 22821.0)	(115, 22925.0)	(120, 24138.0)	(125, 23813.0)	(130, 24527.0)	(135, 24146.0)	(140, 24160.0)	(145, 690486.0)
SRR16683727_2	(35, 2052.0)	(40, 2372.0)	(45, 3786.0)	(50, 5070.0)	(55, 6952.0)	(60, 8345.0)	(65, 10220.0)	(70, 11677.0)	(75, 13408.0)	(80, 15336.0)	(85, 16525.0)	(90, 18210.0)	(95, 19332.0)	(100, 20953.0)	(105, 21955.0)	(110, 22919.0)	(115, 23115.0)	(120, 24292.0)	(125, 24022.0)	(130, 24748.0)	(135, 24313.0)	(140, 24610.0)	(145, 688513.0)
SRR16683728_1	(35, 2491.0)	(40, 2639.0)	(45, 4004.0)	(50, 5431.0)	(55, 7219.0)	(60, 8960.0)	(65, 10926.0)	(70, 12992.0)	(75, 14813.0)	(80, 16739.0)	(85, 18864.0)	(90, 20936.0)	(95, 22755.0)	(100, 24553.0)	(105, 25707.0)	(110, 27322.0)	(115, 27486.0)	(120, 28768.0)	(125, 28790.0)	(130, 29566.0)	(135, 29395.0)	(140, 28944.0)	(145, 669032.0)
SRR16683728_2	(35, 2233.0)	(40, 2652.0)	(45, 4000.0)	(50, 5418.0)	(55, 7250.0)	(60, 9003.0)	(65, 10967.0)	(70, 13029.0)	(75, 14906.0)	(80, 16830.0)	(85, 18976.0)	(90, 21015.0)	(95, 22924.0)	(100, 24686.0)	(105, 25978.0)	(110, 27452.0)	(115, 27879.0)	(120, 29046.0)	(125, 29185.0)	(130, 30024.0)	(135, 29604.0)	(140, 29730.0)	(145, 665545.0)
SRR16683729_1	(35, 2449.0)	(40, 2715.0)	(45, 4099.0)	(50, 5602.0)	(55, 7760.0)	(60, 9585.0)	(65, 11243.0)	(70, 13245.0)	(75, 15629.0)	(80, 17472.0)	(85, 19082.0)	(90, 21019.0)	(95, 22354.0)	(100, 24230.0)	(105, 25083.0)	(110, 26531.0)	(115, 26613.0)	(120, 27987.0)	(125, 27855.0)	(130, 28732.0)	(135, 29013.0)	(140, 29203.0)	(145, 947840.0)
SRR16683729_2	(35, 2283.0)	(40, 2711.0)	(45, 4110.0)	(50, 5594.0)	(55, 7727.0)	(60, 9615.0)	(65, 11303.0)	(70, 13288.0)	(75, 15656.0)	(80, 17511.0)	(85, 19192.0)	(90, 21143.0)	(95, 22466.0)	(100, 24372.0)	(105, 25189.0)	(110, 26745.0)	(115, 26807.0)	(120, 28194.0)	(125, 28060.0)	(130, 29031.0)	(135, 29121.0)	(140, 29986.0)	(145, 945237.0)
SRR16683736_1	(35, 2441.0)	(40, 2866.0)	(45, 4260.0)	(50, 5534.0)	(55, 7122.0)	(60, 8751.0)	(65, 10438.0)	(70, 12038.0)	(75, 13687.0)	(80, 15883.0)	(85, 17561.0)	(90, 19835.0)	(95, 21343.0)	(100, 23336.0)	(105, 24424.0)	(110, 26507.0)	(115, 27549.0)	(120, 28985.0)	(125, 29554.0)	(130, 30622.0)	(135, 31652.0)	(140, 32776.0)	(145, 1169121.0)
SRR16683736_2	(35, 2393.0)	(40, 2855.0)	(45, 4254.0)	(50, 5513.0)	(55, 7106.0)	(60, 8729.0)	(65, 10396.0)	(70, 12010.0)	(75, 13683.0)	(80, 15880.0)	(85, 17545.0)	(90, 19800.0)	(95, 21286.0)	(100, 23367.0)	(105, 24424.0)	(110, 26499.0)	(115, 27506.0)	(120, 28937.0)	(125, 29515.0)	(130, 30592.0)	(135, 31619.0)	(140, 33081.0)	(145, 1169295.0)
SRR16683747_1	(35, 2508.0)	(40, 2915.0)	(45, 4282.0)	(50, 5372.0)	(55, 7060.0)	(60, 8506.0)	(65, 9905.0)	(70, 11554.0)	(75, 13134.0)	(80, 14898.0)	(85, 16614.0)	(90, 18672.0)	(95, 20207.0)	(100, 21946.0)	(105, 23210.0)	(110, 25033.0)	(115, 25924.0)	(120, 27277.0)	(125, 28030.0)	(130, 28622.0)	(135, 29219.0)	(140, 30573.0)	(145, 1109105.0)
SRR16683747_2	(35, 2426.0)	(40, 2908.0)	(45, 4259.0)	(50, 5355.0)	(55, 7049.0)	(60, 8478.0)	(65, 9857.0)	(70, 11536.0)	(75, 13097.0)	(80, 14856.0)	(85, 16543.0)	(90, 18639.0)	(95, 20136.0)	(100, 21905.0)	(105, 23143.0)	(110, 24987.0)	(115, 25899.0)	(120, 27243.0)	(125, 27955.0)	(130, 28601.0)	(135, 29127.0)	(140, 30709.0)	(145, 1109858.0)
SRR16683758_1	(35, 2095.0)	(40, 2415.0)	(45, 3694.0)	(50, 4772.0)	(55, 6325.0)	(60, 7710.0)	(65, 9183.0)	(70, 10796.0)	(75, 12328.0)	(80, 14445.0)	(85, 15647.0)	(90, 17774.0)	(95, 19300.0)	(100, 21513.0)	(105, 23304.0)	(110, 25085.0)	(115, 26563.0)	(120, 28124.0)	(125, 28774.0)	(130, 29978.0)	(135, 31401.0)	(140, 32884.0)	(145, 1181735.0)
SRR16683758_2	(35, 2068.0)	(40, 2411.0)	(45, 3682.0)	(50, 4757.0)	(55, 6295.0)	(60, 7680.0)	(65, 9169.0)	(70, 10804.0)	(75, 12303.0)	(80, 14405.0)	(85, 15598.0)	(90, 17735.0)	(95, 19267.0)	(100, 21447.0)	(105, 23233.0)	(110, 25007.0)	(115, 26523.0)	(120, 28110.0)	(125, 28706.0)	(130, 29932.0)	(135, 31354.0)	(140, 33092.0)	(145, 1182267.0)
SRR16683770_1	(35, 2871.0)	(40, 3454.0)	(45, 5299.0)	(50, 6848.0)	(55, 8842.0)	(60, 10625.0)	(65, 12662.0)	(70, 14440.0)	(75, 16381.0)	(80, 19292.0)	(85, 20574.0)	(90, 23179.0)	(95, 24530.0)	(100, 26512.0)	(105, 27569.0)	(110, 29290.0)	(115, 29603.0)	(120, 31085.0)	(125, 31278.0)	(130, 31821.0)	(135, 32170.0)	(140, 32232.0)	(145, 975410.0)
SRR16683770_2	(35, 2801.0)	(40, 3422.0)	(45, 5238.0)	(50, 6798.0)	(55, 8790.0)	(60, 10543.0)	(65, 12598.0)	(70, 14343.0)	(75, 16314.0)	(80, 19203.0)	(85, 20458.0)	(90, 23047.0)	(95, 24406.0)	(100, 26395.0)	(105, 27440.0)	(110, 29175.0)	(115, 29547.0)	(120, 30919.0)	(125, 31155.0)	(130, 31730.0)	(135, 32059.0)	(140, 32234.0)	(145, 977352.0)
SRR16683781_1	(35, 1670.0)	(40, 2063.0)	(45, 3248.0)	(50, 4271.0)	(55, 5594.0)	(60, 6849.0)	(65, 8109.0)	(70, 9468.0)	(75, 11013.0)	(80, 12598.0)	(85, 14222.0)	(90, 15834.0)	(95, 17659.0)	(100, 19380.0)	(105, 20888.0)	(110, 22204.0)	(115, 23771.0)	(120, 24677.0)	(125, 25868.0)	(130, 26889.0)	(135, 28090.0)	(140, 29130.0)	(145, 1089335.0)
SRR16683781_2	(35, 1606.0)	(40, 2055.0)	(45, 3225.0)	(50, 4253.0)	(55, 5560.0)	(60, 6830.0)	(65, 8074.0)	(70, 9434.0)	(75, 10977.0)	(80, 12550.0)	(85, 14183.0)	(90, 15807.0)	(95, 17624.0)	(100, 19327.0)	(105, 20851.0)	(110, 22147.0)	(115, 23744.0)	(120, 24627.0)	(125, 25833.0)	(130, 26863.0)	(135, 27982.0)	(140, 29284.0)	(145, 1089994.0)
SRR16683792_1	(35, 2083.0)	(40, 2694.0)	(45, 3984.0)	(50, 5474.0)	(55, 7286.0)	(60, 8915.0)	(65, 10697.0)	(70, 12609.0)	(75, 14283.0)	(80, 16734.0)	(85, 18412.0)	(90, 21248.0)	(95, 22970.0)	(100, 25243.0)	(105, 27107.0)	(110, 28737.0)	(115, 30424.0)	(120, 31903.0)	(125, 33381.0)	(130, 34162.0)	(135, 35168.0)	(140, 36163.0)	(145, 1157680.0)
SRR16683792_2	(35, 2041.0)	(40, 2697.0)	(45, 3975.0)	(50, 5453.0)	(55, 7281.0)	(60, 8875.0)	(65, 10682.0)	(70, 12598.0)	(75, 14277.0)	(80, 16692.0)	(85, 18367.0)	(90, 21242.0)	(95, 22958.0)	(100, 25236.0)	(105, 27074.0)	(110, 28767.0)	(115, 30382.0)	(120, 31883.0)	(125, 33404.0)	(130, 34205.0)	(135, 35090.0)	(140, 36356.0)	(145, 1157822.0)
SRR16683803_1	(35, 3224.0)	(40, 4002.0)	(45, 6299.0)	(50, 8162.0)	(55, 10490.0)	(60, 12734.0)	(65, 14967.0)	(70, 17160.0)	(75, 19550.0)	(80, 22002.0)	(85, 24064.0)	(90, 26206.0)	(95, 28401.0)	(100, 29809.0)	(105, 31181.0)	(110, 32631.0)	(115, 33718.0)	(120, 33840.0)	(125, 34781.0)	(130, 34878.0)	(135, 35317.0)	(140, 35790.0)	(145, 1106080.0)
SRR16683803_2	(35, 3142.0)	(40, 3993.0)	(45, 6256.0)	(50, 8116.0)	(55, 10454.0)	(60, 12685.0)	(65, 14902.0)	(70, 17094.0)	(75, 19508.0)	(80, 21961.0)	(85, 24013.0)	(90, 26112.0)	(95, 28341.0)	(100, 29705.0)	(105, 31039.0)	(110, 32577.0)	(115, 33637.0)	(120, 33771.0)	(125, 34632.0)	(130, 34780.0)	(135, 35317.0)	(140, 36058.0)	(145, 1107193.0)
SRR16683814_1	(35, 4280.0)	(40, 5305.0)	(45, 8103.0)	(50, 10504.0)	(55, 13714.0)	(60, 16605.0)	(65, 19569.0)	(70, 22450.0)	(75, 25311.0)	(80, 28580.0)	(85, 30768.0)	(90, 33439.0)	(95, 35428.0)	(100, 36934.0)	(105, 38651.0)	(110, 39474.0)	(115, 39902.0)	(120, 40261.0)	(125, 40337.0)	(130, 40323.0)	(135, 40818.0)	(140, 40261.0)	(145, 1118243.0)
SRR16683814_2	(35, 4192.0)	(40, 5302.0)	(45, 8051.0)	(50, 10471.0)	(55, 13658.0)	(60, 16519.0)	(65, 19484.0)	(70, 22368.0)	(75, 25249.0)	(80, 28516.0)	(85, 30675.0)	(90, 33337.0)	(95, 35266.0)	(100, 36835.0)	(105, 38551.0)	(110, 39376.0)	(115, 39803.0)	(120, 40123.0)	(125, 40249.0)	(130, 40217.0)	(135, 40699.0)	(140, 40460.0)	(145, 1119859.0)
