Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
SRR16683571_1	(1, 31.41993022873495)	(2, 31.489648552329843)	(3, 31.57434652132844)	(4, 31.65576769289498)	(5, 31.65272077283379)	(6, 35.278737457751326)	(7, 35.2713744159025)	(8, 35.22937373044997)	(9, 35.29337228709873)	(10, 35.26646075227021)	(15, 35.23105225321619)	(20, 35.16069612440685)	(25, 35.08814668684015)	(30, 35.03483854249388)	(35, 34.99027770359042)	(40, 34.94385089871475)	(45, 34.850595319161016)	(50, 34.748897058473844)	(55, 34.63730781564665)	(60, 34.50090841493041)	(65, 34.42065716404086)	(70, 34.370520849332536)	(75, 34.30867211304994)	(80, 34.23813943588195)	(85, 34.16484481806805)	(90, 34.11329930680578)	(95, 33.997714126471536)	(100, 33.88647142087537)	(105, 33.76356226637639)	(110, 33.545328267547625)	(115, 33.3192040717291)	(120, 33.0380553905818)	(125, 32.7500635564106)	(130, 32.63887707160974)	(135, 32.59798631619566)	(140, 32.600561532572556)	(145, 31.449562788943354)
SRR16683571_2	(1, 31.464263821202774)	(2, 31.308437614067937)	(3, 31.33981378539763)	(4, 31.393015768194445)	(5, 31.38614731099204)	(6, 35.079676193342195)	(7, 35.07148768275251)	(8, 35.027283657530084)	(9, 35.09669478136572)	(10, 35.02724994218236)	(15, 34.94356552340987)	(20, 34.88949934101821)	(25, 34.83588747990315)	(30, 34.80762579864971)	(35, 34.74314858248868)	(40, 34.643686635078986)	(45, 34.53863128723491)	(50, 34.42282979913096)	(55, 34.29878178713851)	(60, 34.194232699811025)	(65, 34.1375260226909)	(70, 34.09355468064301)	(75, 34.00436138621812)	(80, 33.91387641542056)	(85, 33.84278645265551)	(90, 33.73071987922229)	(95, 33.55379375988296)	(100, 33.383145582391336)	(105, 33.09862920457723)	(110, 32.74881833688229)	(115, 32.39559867358944)	(120, 31.916314539156474)	(125, 31.60355903499836)	(130, 31.457265572706866)	(135, 31.351502430931713)	(140, 31.317078343849357)	(145, 30.281893445762684)
SRR16683572_1	(1, 31.412743808836684)	(2, 31.47754414664048)	(3, 31.550401327474937)	(4, 31.63145198135155)	(5, 31.63520157872578)	(6, 35.25146289938776)	(7, 35.24137453500974)	(8, 35.2004961956888)	(9, 35.259647717135074)	(10, 35.229263675520414)	(15, 35.19322883919513)	(20, 35.11963484547516)	(25, 35.03947667614421)	(30, 34.97742476539514)	(35, 34.94119104383199)	(40, 34.894764500019036)	(45, 34.80427568470372)	(50, 34.701581550787466)	(55, 34.58413397078154)	(60, 34.44850551056073)	(65, 34.37043390354775)	(70, 34.31979898716235)	(75, 34.25770263905185)	(80, 34.18824170391635)	(85, 34.11582530113235)	(90, 34.062490314120495)	(95, 33.945499589969174)	(100, 33.827980247440124)	(105, 33.70357637077126)	(110, 33.479490627789694)	(115, 33.24707016933486)	(120, 32.9599360956927)	(125, 32.66258264175105)	(130, 32.5481826808469)	(135, 32.502533057301136)	(140, 32.50917321469384)	(145, 31.364849589869543)
SRR16683572_2	(1, 31.49574932287774)	(2, 31.354663071009895)	(3, 31.376015065158914)	(4, 31.421901729018792)	(5, 31.420163869460843)	(6, 35.12571444822186)	(7, 35.10983260041533)	(8, 35.07079969360256)	(9, 35.12993699563588)	(10, 35.074713370637646)	(15, 34.99267675503105)	(20, 34.93375138407438)	(25, 34.88480049854498)	(30, 34.848832678931224)	(35, 34.79619721790147)	(40, 34.69388739109707)	(45, 34.599507172285044)	(50, 34.481748802730415)	(55, 34.363569280942954)	(60, 34.2651235308394)	(65, 34.20094850588598)	(70, 34.16146261444045)	(75, 34.079853967951195)	(80, 33.9865334916234)	(85, 33.91786924816741)	(90, 33.8040988391354)	(95, 33.62803699498597)	(100, 33.452583128994206)	(105, 33.17140431666974)	(110, 32.819576418336894)	(115, 32.45836179932553)	(120, 31.9801800611309)	(125, 31.659855166478014)	(130, 31.513271442749243)	(135, 31.39689515294298)	(140, 31.361392537199627)	(145, 30.32516977958545)
SRR16683573_1	(1, 31.397850534089645)	(2, 31.454295347784623)	(3, 31.54207214630513)	(4, 31.627750406361425)	(5, 31.62994110575364)	(6, 35.25186216275074)	(7, 35.2435321802067)	(8, 35.20635719254602)	(9, 35.26419397759056)	(10, 35.237033401168325)	(15, 35.200155239963166)	(20, 35.130212741555496)	(25, 35.049144439385074)	(30, 34.99447184620185)	(35, 34.95419606083127)	(40, 34.90164548023428)	(45, 34.806125980760456)	(50, 34.70211618371992)	(55, 34.583226953639006)	(60, 34.44951065063664)	(65, 34.36571720865104)	(70, 34.31495504522909)	(75, 34.24791243157632)	(80, 34.17362109135034)	(85, 34.099259942921165)	(90, 34.04732315518593)	(95, 33.92732429417044)	(100, 33.80901454111298)	(105, 33.678520316349655)	(110, 33.457063250464614)	(115, 33.22308077831322)	(120, 32.93917019616904)	(125, 32.638920079771346)	(130, 32.522332840469275)	(135, 32.4750702328808)	(140, 32.476582073258825)	(145, 31.3223718605855)
SRR16683573_2	(1, 31.492673888897613)	(2, 31.354831178246744)	(3, 31.371243332839533)	(4, 31.423118329852837)	(5, 31.415522221365087)	(6, 35.11927672103706)	(7, 35.106368729728864)	(8, 35.06563359955326)	(9, 35.13204135090171)	(10, 35.06781173775232)	(15, 34.98362498284783)	(20, 34.92628013235675)	(25, 34.87646776517941)	(30, 34.845831834296014)	(35, 34.78320419175442)	(40, 34.68225374981164)	(45, 34.58088916615982)	(50, 34.46567339233458)	(55, 34.34065677763799)	(60, 34.244053066969094)	(65, 34.181471127515536)	(70, 34.14007464603348)	(75, 34.051684612951654)	(80, 33.95940277315238)	(85, 33.88592565988954)	(90, 33.774174856002574)	(95, 33.59686326808984)	(100, 33.42333641559708)	(105, 33.137482716979605)	(110, 32.78695768342347)	(115, 32.42667611989167)	(120, 31.939355809395018)	(125, 31.632715982928403)	(130, 31.480072572020124)	(135, 31.372615622155035)	(140, 31.343320801940497)	(145, 30.299398624460554)
SRR16683575_1	(1, 31.432588473548687)	(2, 31.496257480263143)	(3, 31.561090319334795)	(4, 31.644167676771964)	(5, 31.63835063779924)	(6, 35.26335302596413)	(7, 35.25429922750826)	(8, 35.211514457419554)	(9, 35.27049629250668)	(10, 35.242795278014235)	(15, 35.20436397331199)	(20, 35.13696847410062)	(25, 35.054374375096856)	(30, 34.99484400506928)	(35, 34.95645837135098)	(40, 34.90923632377992)	(45, 34.818520065467375)	(50, 34.71407126697123)	(55, 34.59863378669552)	(60, 34.46266322322242)	(65, 34.38647378995221)	(70, 34.3338472623476)	(75, 34.271318880573276)	(80, 34.20239827840368)	(85, 34.13065319321852)	(90, 34.07607056328398)	(95, 33.960081329910295)	(100, 33.841299365442715)	(105, 33.71306314753948)	(110, 33.49759740757478)	(115, 33.263355801158454)	(120, 32.976724788544715)	(125, 32.67639954481366)	(130, 32.563865204491336)	(135, 32.51690201006505)	(140, 32.51740255394897)	(145, 31.367687741644165)
SRR16683575_2	(1, 31.51819410155114)	(2, 31.383098267147556)	(3, 31.407970739142343)	(4, 31.457983688303088)	(5, 31.44724756035689)	(6, 35.15909689156458)	(7, 35.14869616810983)	(8, 35.11212221884931)	(9, 35.17038760446895)	(10, 35.112272195604504)	(15, 35.02951676279473)	(20, 34.97333152186603)	(25, 34.92343415988605)	(30, 34.886400303137734)	(35, 34.83184393329435)	(40, 34.73545909117071)	(45, 34.63660031679705)	(50, 34.5207295273704)	(55, 34.399930823252966)	(60, 34.3019093550987)	(65, 34.244554230116385)	(70, 34.2009035648431)	(75, 34.11685648887425)	(80, 34.02391181789473)	(85, 33.956188492785074)	(90, 33.841182231779115)	(95, 33.66295482312702)	(100, 33.49105084869979)	(105, 33.20068231233546)	(110, 32.852965045677976)	(115, 32.488991212393)	(120, 32.00592077181053)	(125, 31.68658349022609)	(130, 31.53121733506807)	(135, 31.41665574982097)	(140, 31.382243229229335)	(145, 30.32647388485143)
SRR16683576_1	(1, 31.363476573965492)	(2, 31.39554701247923)	(3, 31.50059454168413)	(4, 31.597136916601706)	(5, 31.6013089473404)	(6, 35.21420497285313)	(7, 35.206951018229425)	(8, 35.16261568306764)	(9, 35.222705348963885)	(10, 35.1913783947238)	(15, 35.1566960683798)	(20, 35.082922114356776)	(25, 34.999086276121275)	(30, 34.94140672248487)	(35, 34.900280762606464)	(40, 34.85392464453359)	(45, 34.75092884908308)	(50, 34.644355236692135)	(55, 34.52336532884684)	(60, 34.37450099513593)	(65, 34.29500894356155)	(70, 34.242414324475625)	(75, 34.173048263062995)	(80, 34.09935719598897)	(85, 34.02349486261397)	(90, 33.965338148438775)	(95, 33.840582961087044)	(100, 33.725112208579546)	(105, 33.58829834510002)	(110, 33.360499493209645)	(115, 33.11828762191016)	(120, 32.8205484948672)	(125, 32.516916329696315)	(130, 32.399067779489734)	(135, 32.35262960180673)	(140, 32.35248734493672)	(145, 31.198861487898334)
SRR16683576_2	(1, 31.492728297863337)	(2, 31.355352308610136)	(3, 31.37912851520211)	(4, 31.42464064699241)	(5, 31.421971011485372)	(6, 35.12085441988158)	(7, 35.106114427772404)	(8, 35.06896956574566)	(9, 35.12335545401551)	(10, 35.0623034633589)	(15, 34.97948701496389)	(20, 34.919756804464726)	(25, 34.86988083227645)	(30, 34.837354965276305)	(35, 34.77611587655522)	(40, 34.672648933170144)	(45, 34.57050238384186)	(50, 34.447335819373485)	(55, 34.327830782418644)	(60, 34.22083141971342)	(65, 34.15903173532282)	(70, 34.11450923872841)	(75, 34.02751848539329)	(80, 33.93744642990352)	(85, 33.85828148846408)	(90, 33.74523936670915)	(95, 33.56028691719676)	(100, 33.38609005515589)	(105, 33.08838679356147)	(110, 32.733235837893325)	(115, 32.36737742453987)	(120, 31.877367974879018)	(125, 31.555321734121208)	(130, 31.411849874112022)	(135, 31.308518071636918)	(140, 31.274080826885587)	(145, 30.22267219319167)
SRR16683577_1	(1, 31.40616953785896)	(2, 31.432887993828164)	(3, 31.522573588859558)	(4, 31.610972746804805)	(5, 31.613724930908248)	(6, 35.230700412668085)	(7, 35.21441256216024)	(8, 35.17545381046366)	(9, 35.234987260061295)	(10, 35.20223365296445)	(15, 35.171813882672595)	(20, 35.09341026431305)	(25, 35.009709281809485)	(30, 34.95663354218793)	(35, 34.91322857414967)	(40, 34.866192235902226)	(45, 34.764957451711105)	(50, 34.66207060030812)	(55, 34.540580528031015)	(60, 34.39500735413567)	(65, 34.319705065287735)	(70, 34.26797283182869)	(75, 34.20123514929209)	(80, 34.13332057904139)	(85, 34.06075659992158)	(90, 34.00098530478928)	(95, 33.880405134408306)	(100, 33.763388701469744)	(105, 33.63433809636233)	(110, 33.40488226042912)	(115, 33.172594747671035)	(120, 32.879421563186305)	(125, 32.58085879043101)	(130, 32.46164589497685)	(135, 32.41197792864851)	(140, 32.420593840591394)	(145, 31.284810378210285)
SRR16683577_2	(1, 31.46792043233475)	(2, 31.326693122857932)	(3, 31.35382124778016)	(4, 31.405828785178407)	(5, 31.401780592284315)	(6, 35.09415558103756)	(7, 35.078151052983216)	(8, 35.04244731893366)	(9, 35.10201139798573)	(10, 35.04105737981608)	(15, 34.958425875763105)	(20, 34.898734684475144)	(25, 34.84818472623968)	(30, 34.8173319320358)	(35, 34.75254191895146)	(40, 34.65066749995603)	(45, 34.54592814550368)	(50, 34.426601489653095)	(55, 34.3044162252465)	(60, 34.20210504195047)	(65, 34.1364944198333)	(70, 34.097757191861106)	(75, 34.01595948735431)	(80, 33.920763376885034)	(85, 33.847775978360986)	(90, 33.729543498219954)	(95, 33.55107082537631)	(100, 33.37184242323515)	(105, 33.08017963132677)	(110, 32.721603620234866)	(115, 32.35931957273287)	(120, 31.86742870555245)	(125, 31.55098107397772)	(130, 31.400250139159034)	(135, 31.292840244669456)	(140, 31.25536430665958)	(145, 30.215256587442433)
SRR16683578_1	(1, 31.409760914594003)	(2, 31.462863594761988)	(3, 31.54736384218232)	(4, 31.63050948152668)	(5, 31.63231221964503)	(6, 35.254852430923016)	(7, 35.247394787970265)	(8, 35.203544460485006)	(9, 35.266418419166534)	(10, 35.236073884528416)	(15, 35.20347775187609)	(20, 35.1363389673157)	(25, 35.05182529059117)	(30, 34.99862262049517)	(35, 34.956798633358005)	(40, 34.90862184201954)	(45, 34.815089562276256)	(50, 34.71193927074403)	(55, 34.59260359149461)	(60, 34.45369276527894)	(65, 34.37593838139384)	(70, 34.31980395126668)	(75, 34.25681617512082)	(80, 34.18442001556416)	(85, 34.11345833761532)	(90, 34.05922969024827)	(95, 33.942675603481405)	(100, 33.82369849233656)	(105, 33.69633431057609)	(110, 33.477167334588515)	(115, 33.24211135966016)	(120, 32.95807720097674)	(125, 32.65847334265544)	(130, 32.54959995893985)	(135, 32.50660857810696)	(140, 32.5123850643069)	(145, 31.36618136661566)
SRR16683578_2	(1, 31.487224644524858)	(2, 31.339238821199032)	(3, 31.35911711083117)	(4, 31.4114658523448)	(5, 31.400560381509017)	(6, 35.102053953689335)	(7, 35.09708073201386)	(8, 35.05565278825929)	(9, 35.113657164460804)	(10, 35.051404603039984)	(15, 34.971198375638075)	(20, 34.912750102544415)	(25, 34.86475931621486)	(30, 34.833496042004526)	(35, 34.77282235210684)	(40, 34.675540642024544)	(45, 34.573808564753925)	(50, 34.45574203091194)	(55, 34.33310070589716)	(60, 34.23573093162081)	(65, 34.17432423829804)	(70, 34.13419352990044)	(75, 34.043827120609635)	(80, 33.956429706258206)	(85, 33.885466726205856)	(90, 33.770505569091576)	(95, 33.598839127338046)	(100, 33.4310356972627)	(105, 33.140983339932575)	(110, 32.80020841942714)	(115, 32.43867760333326)	(120, 31.9633968893918)	(125, 31.646275885340845)	(130, 31.506231115044518)	(135, 31.396827044204507)	(140, 31.365848575267666)	(145, 30.322636080682525)
SRR16683579_1	(1, 31.233721949608917)	(2, 31.255834530139175)	(3, 31.387731750676203)	(4, 31.496015978374544)	(5, 31.522134537783554)	(6, 35.05809238636308)	(7, 35.04873696999663)	(8, 35.00380917683071)	(9, 35.049663240792995)	(10, 34.99120652667156)	(15, 34.91895984424988)	(20, 34.80898295629205)	(25, 34.69089359515054)	(30, 34.59827627429326)	(35, 34.5332230475439)	(40, 34.3882174896493)	(45, 34.22847348112493)	(50, 34.07175953252563)	(55, 33.914349515951855)	(60, 33.76066889969461)	(65, 33.65654839113883)	(70, 33.57373965307356)	(75, 33.479873229878606)	(80, 33.358004605719)	(85, 33.23190059264156)	(90, 33.102376098620226)	(95, 32.916817207698074)	(100, 32.731047349167525)	(105, 32.41717366730867)	(110, 32.102716494699635)	(115, 31.750302772446947)	(120, 31.3625378407536)	(125, 31.070856554111078)	(130, 30.965905833637027)	(135, 30.925835204010106)	(140, 30.872447536657454)	(145, 29.57770862889381)
SRR16683579_2	(1, 31.37178753185835)	(2, 31.198543176905524)	(3, 31.217850921635375)	(4, 31.271375386081704)	(5, 31.274647830054114)	(6, 34.88785780157474)	(7, 34.87669619781696)	(8, 34.80271895854308)	(9, 34.890075484157435)	(10, 34.81727547895276)	(15, 34.691893056791216)	(20, 34.60711593917678)	(25, 34.54677480478375)	(30, 34.46174038068998)	(35, 34.32731003262481)	(40, 34.179026878626004)	(45, 34.02961739065644)	(50, 33.864025495194504)	(55, 33.75494874167292)	(60, 33.669683333618806)	(65, 33.5932241539786)	(70, 33.4677407101503)	(75, 33.36646346032942)	(80, 33.254677825286585)	(85, 33.08673228511818)	(90, 32.8636974245008)	(95, 32.57403346359947)	(100, 32.16853407976572)	(105, 31.674959829963278)	(110, 31.179504542021636)	(115, 30.647787476646887)	(120, 30.456536164157505)	(125, 30.36821761597907)	(130, 30.27209158653855)	(135, 30.15771063242327)	(140, 30.068693800129218)	(145, 28.7063956289315)
SRR16683580_1	(1, 31.36167030815491)	(2, 31.41616278993735)	(3, 31.494170193725928)	(4, 31.574549313286)	(5, 31.581929749012875)	(6, 35.16617890340606)	(7, 35.17363500237732)	(8, 35.12113778837271)	(9, 35.18701945666318)	(10, 35.14040865624881)	(15, 35.06642326766199)	(20, 34.96700353935843)	(25, 34.858016240508235)	(30, 34.767646770347106)	(35, 34.70351109243698)	(40, 34.57695108534011)	(45, 34.43155326423825)	(50, 34.29059518157749)	(55, 34.139918708988276)	(60, 33.99573984010901)	(65, 33.89512726886407)	(70, 33.814229154387085)	(75, 33.7252056925195)	(80, 33.6040326567185)	(85, 33.48695974933555)	(90, 33.36883225408768)	(95, 33.193022301786854)	(100, 33.015526296429506)	(105, 32.715393089431096)	(110, 32.40972574781533)	(115, 32.07467761719472)	(120, 31.69230810246612)	(125, 31.417977428787765)	(130, 31.31373832211897)	(135, 31.265827393001093)	(140, 31.223391267816947)	(145, 29.907951145925743)
SRR16683580_2	(1, 31.479307970889266)	(2, 31.354423450748367)	(3, 31.372759644027788)	(4, 31.41789743987341)	(5, 31.415403355151124)	(6, 35.07462357535919)	(7, 35.07992327186551)	(8, 34.99794214657558)	(9, 35.10717324921324)	(10, 35.040862168658045)	(15, 34.92501735116993)	(20, 34.854602520426745)	(25, 34.80111682685167)	(30, 34.71579325438823)	(35, 34.602740104222)	(40, 34.47025969805226)	(45, 34.3336276751377)	(50, 34.18488069727359)	(55, 34.081415103808716)	(60, 34.00832628729485)	(65, 33.93288962463289)	(70, 33.8224752307039)	(75, 33.724808170899976)	(80, 33.622001886989004)	(85, 33.46645720338889)	(90, 33.25771264509007)	(95, 32.98343944016718)	(100, 32.60032850085641)	(105, 32.12859703381165)	(110, 31.64185463140696)	(115, 31.124913616312067)	(120, 30.93305771110666)	(125, 30.860863327061132)	(130, 30.741964337381763)	(135, 30.628343245876813)	(140, 30.543001598336712)	(145, 29.171572645438893)
SRR16683614_1	(1, 31.355590032286827)	(2, 31.416133871054683)	(3, 31.50237705634116)	(4, 31.58675465668218)	(5, 31.595547255805712)	(6, 35.1780924192566)	(7, 35.18595625324123)	(8, 35.13675586488233)	(9, 35.20570443954693)	(10, 35.15295020790336)	(15, 35.0849512165956)	(20, 34.98532018233289)	(25, 34.88032845695493)	(30, 34.79016425945696)	(35, 34.728491232202245)	(40, 34.59970251092422)	(45, 34.4494293987631)	(50, 34.3056029917375)	(55, 34.15256407116992)	(60, 34.0164267197176)	(65, 33.909918214830654)	(70, 33.8293499729877)	(75, 33.747345572536425)	(80, 33.621125018237265)	(85, 33.50320146519626)	(90, 33.38633827614257)	(95, 33.218270487023865)	(100, 33.04153744766829)	(105, 32.751072726037876)	(110, 32.44444769741046)	(115, 32.11340258924433)	(120, 31.73827127868335)	(125, 31.458100904779975)	(130, 31.355125804045894)	(135, 31.305517982908054)	(140, 31.27468429463146)	(145, 29.97466445921785)
SRR16683614_2	(1, 31.44251786432346)	(2, 31.310181533621112)	(3, 31.324453785105185)	(4, 31.372656014265434)	(5, 31.37055126764979)	(6, 35.02606738287119)	(7, 35.01947680596491)	(8, 34.95379842636578)	(9, 35.03674043709584)	(10, 34.97421589359412)	(15, 34.86269493070198)	(20, 34.790107381111554)	(25, 34.733071288145815)	(30, 34.64780011536762)	(35, 34.532315350641724)	(40, 34.39829387283693)	(45, 34.251864824424)	(50, 34.103785304124344)	(55, 33.99524387734772)	(60, 33.924420744628286)	(65, 33.848086128168326)	(70, 33.731380582322004)	(75, 33.63476338228248)	(80, 33.536937567881765)	(85, 33.37583147295485)	(90, 33.16792635427317)	(95, 32.897785815159985)	(100, 32.50863122029615)	(105, 32.04253853037311)	(110, 31.5590568894606)	(115, 31.035428324847118)	(120, 30.85346239473647)	(125, 30.778462435243775)	(130, 30.662588783925788)	(135, 30.553865941385162)	(140, 30.45493436473263)	(145, 29.105591252082593)
SRR16683615_1	(1, 31.39720301292623)	(2, 31.469525289797467)	(3, 31.53624145392948)	(4, 31.605869511052052)	(5, 31.61408131396148)	(6, 35.20580799668516)	(7, 35.210036424901816)	(8, 35.17254551743713)	(9, 35.22925373216061)	(10, 35.18169418232895)	(15, 35.11664903680732)	(20, 35.02319484082473)	(25, 34.919217489794)	(30, 34.83063369837334)	(35, 34.76648152805228)	(40, 34.64183332444274)	(45, 34.502709795174795)	(50, 34.36254427072528)	(55, 34.21348340902424)	(60, 34.07757303263289)	(65, 33.97056405516909)	(70, 33.89377546272358)	(75, 33.80382124443331)	(80, 33.687436268729726)	(85, 33.571074855016114)	(90, 33.45057100201834)	(95, 33.280856234493854)	(100, 33.10365754800158)	(105, 32.807422708883664)	(110, 32.49889364525778)	(115, 32.169419509962935)	(120, 31.783327290513125)	(125, 31.508918140021546)	(130, 31.399538808375013)	(135, 31.342423620743)	(140, 31.303666104195493)	(145, 29.989993789399485)
SRR16683615_2	(1, 31.440171802142782)	(2, 31.297484938563212)	(3, 31.3126130007055)	(4, 31.3667419928647)	(5, 31.365271215383338)	(6, 35.0143103043866)	(7, 35.015805724121755)	(8, 34.94740658532289)	(9, 35.038686056773926)	(10, 34.97389573041009)	(15, 34.85841656178498)	(20, 34.79282536217268)	(25, 34.741067046096525)	(30, 34.66342852240483)	(35, 34.547616951815534)	(40, 34.41830811045502)	(45, 34.28144038319436)	(50, 34.13316244153291)	(55, 34.034346079587394)	(60, 33.96350214988797)	(65, 33.891197778938945)	(70, 33.77623289480634)	(75, 33.683734419662294)	(80, 33.585812918180196)	(85, 33.42983979590794)	(90, 33.23184137982819)	(95, 32.95885293732279)	(100, 32.58733812467972)	(105, 32.11538114788471)	(110, 31.64135477564824)	(115, 31.124699118143997)	(120, 30.93983435457401)	(125, 30.859910282378763)	(130, 30.74906367149838)	(135, 30.630027927330968)	(140, 30.52584004929708)	(145, 29.169839491645842)
SRR16683616_1	(1, 31.3488929858746)	(2, 31.41617286642416)	(3, 31.497702345401656)	(4, 31.586455981629804)	(5, 31.591029211262786)	(6, 35.17694217362265)	(7, 35.17239792341703)	(8, 35.134398304289505)	(9, 35.19103100522734)	(10, 35.14018121801913)	(15, 35.073756644568704)	(20, 34.975019595612785)	(25, 34.863289275403915)	(30, 34.77717400904158)	(35, 34.71594776428867)	(40, 34.58014674216612)	(45, 34.434905982292875)	(50, 34.2977408107805)	(55, 34.13968643052231)	(60, 34.00182579038796)	(65, 33.89403443880946)	(70, 33.8173708685094)	(75, 33.72843146480973)	(80, 33.60664712927677)	(85, 33.49023925701078)	(90, 33.367749167646984)	(95, 33.19263930856482)	(100, 33.02464371085297)	(105, 32.72233930431515)	(110, 32.416474509945374)	(115, 32.0861986310703)	(120, 31.70538829464066)	(125, 31.421904476251807)	(130, 31.322524937029026)	(135, 31.270565454861604)	(140, 31.241231830539665)	(145, 29.925030640323136)
SRR16683616_2	(1, 31.42504471111651)	(2, 31.283882470482382)	(3, 31.299639689119743)	(4, 31.347149390328045)	(5, 31.345943984146874)	(6, 34.9961326264193)	(7, 34.994148225631065)	(8, 34.91803168969381)	(9, 35.00772784729774)	(10, 34.94098946804811)	(15, 34.81684298118269)	(20, 34.743591820625625)	(25, 34.68356480075954)	(30, 34.60444337419892)	(35, 34.48193866792191)	(40, 34.34563898705666)	(45, 34.1991342344772)	(50, 34.04785502614071)	(55, 33.9405868957049)	(60, 33.868434818772286)	(65, 33.78869742357034)	(70, 33.671827377839925)	(75, 33.57832472041851)	(80, 33.467523633288046)	(85, 33.30742258768697)	(90, 33.08991214571013)	(95, 32.8149447215151)	(100, 32.42609404816918)	(105, 31.94615995651023)	(110, 31.466497782562424)	(115, 30.93922077371898)	(120, 30.747243426835052)	(125, 30.661914437787892)	(130, 30.545269704560372)	(135, 30.429310996544388)	(140, 30.32826474817591)	(145, 28.96164279656431)
SRR16683617_1	(1, 31.31025125993448)	(2, 31.398248339446656)	(3, 31.51165508533103)	(4, 31.597822118902414)	(5, 31.608874300497337)	(6, 35.20692557022999)	(7, 35.216108197120285)	(8, 35.171095862484215)	(9, 35.23779771828987)	(10, 35.18500136700323)	(15, 35.11706683776595)	(20, 35.022505140090175)	(25, 34.915440499011495)	(30, 34.83589213159263)	(35, 34.76973338994809)	(40, 34.64703282248239)	(45, 34.50333169003392)	(50, 34.362329807780206)	(55, 34.21038363806117)	(60, 34.07169673196124)	(65, 33.96725018091995)	(70, 33.88884291244575)	(75, 33.79694143786399)	(80, 33.67420948453789)	(85, 33.56406704133162)	(90, 33.43885712074655)	(95, 33.264014410894795)	(100, 33.09266075636303)	(105, 32.79719517702805)	(110, 32.496451108666975)	(115, 32.16951155346005)	(120, 31.793050330045055)	(125, 31.51538771496758)	(130, 31.409528388423677)	(135, 31.36558782005083)	(140, 31.322690398671703)	(145, 29.995101448753253)
SRR16683617_2	(1, 31.45760077500391)	(2, 31.32194585402934)	(3, 31.337938211454066)	(4, 31.383449936864995)	(5, 31.384192701625075)	(6, 35.04075724077115)	(7, 35.048202272228025)	(8, 34.976360326247566)	(9, 35.061354739708364)	(10, 34.99301263806338)	(15, 34.87540516237312)	(20, 34.803525920119604)	(25, 34.746937517680166)	(30, 34.67087540358202)	(35, 34.55525473944205)	(40, 34.42300246711617)	(45, 34.280242003301396)	(50, 34.13380649308217)	(55, 34.03175352526861)	(60, 33.9600435905498)	(65, 33.8859220703668)	(70, 33.77094145420981)	(75, 33.67064336787812)	(80, 33.56675479792357)	(85, 33.41361938565852)	(90, 33.198738666478164)	(95, 32.935163858343365)	(100, 32.55238913710509)	(105, 32.08559182741176)	(110, 31.602806044037028)	(115, 31.084498284824683)	(120, 30.89202545766411)	(125, 30.803909256870988)	(130, 30.686261312694807)	(135, 30.567683227397254)	(140, 30.46751888985828)	(145, 29.096025687878885)
SRR16683618_1	(1, 31.338033475137415)	(2, 31.422689519361338)	(3, 31.521762354492886)	(4, 31.602764912162726)	(5, 31.61418081587146)	(6, 35.20254116381237)	(7, 35.21208944126338)	(8, 35.16536668977001)	(9, 35.23169646029804)	(10, 35.18280255507166)	(15, 35.11409270731683)	(20, 35.02053502448776)	(25, 34.92209599018197)	(30, 34.836993671925924)	(35, 34.77667312370568)	(40, 34.65718713596452)	(45, 34.51635420475675)	(50, 34.380228193221285)	(55, 34.22718135051166)	(60, 34.09232676428441)	(65, 33.988808769010575)	(70, 33.91634427152103)	(75, 33.829641800293885)	(80, 33.70666874771895)	(85, 33.59846282960701)	(90, 33.47956117445669)	(95, 33.307552624451844)	(100, 33.14252942731899)	(105, 32.84936435189054)	(110, 32.544805501504214)	(115, 32.21853458522208)	(120, 31.83830103675975)	(125, 31.5692481433996)	(130, 31.46846673163005)	(135, 31.4203276343135)	(140, 31.378790966444296)	(145, 30.048676546695468)
SRR16683618_2	(1, 31.455477669868785)	(2, 31.322837997177164)	(3, 31.342474054590625)	(4, 31.39076258603575)	(5, 31.383310421033567)	(6, 35.0428384862446)	(7, 35.046467519427054)	(8, 34.97318840635084)	(9, 35.06654144502615)	(10, 34.99583864748402)	(15, 34.88364367463872)	(20, 34.81142079438306)	(25, 34.75925212419561)	(30, 34.68348686739319)	(35, 34.57043057262473)	(40, 34.440846188864704)	(45, 34.30345177558022)	(50, 34.15594241684268)	(55, 34.05547905848159)	(60, 33.9804855232631)	(65, 33.91054191592175)	(70, 33.795535492343205)	(75, 33.69727351323321)	(80, 33.597719009767744)	(85, 33.4504721553853)	(90, 33.24817654412227)	(95, 32.981380253515155)	(100, 32.60333121712781)	(105, 32.136281354046034)	(110, 31.662344601819534)	(115, 31.145332956541942)	(120, 30.952356682084087)	(125, 30.87895890184443)	(130, 30.76532007353406)	(135, 30.65358073740807)	(140, 30.558756566301145)	(145, 29.183494029520766)
