Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR16683624_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0003899860930959202)	(4, 0.0008579694048110244)	(5, 0.004367844242674306)	(6, 0.005693796959200435)	(7, 0.0061617802709155395)	(8, 0.006473769145392275)	(9, 0.006863755238488195)	(10, 0.0075267315967512596)	(12, 0.008384701001562285)	(14, 0.00967165510877882)	(16, 0.010373630076351477)	(18, 0.010685618950828212)	(20, 0.010958609215995358)	(22, 0.011504589746329646)	(24, 0.011933574448735159)	(26, 0.012284561932521487)	(28, 0.012635549416307814)	(30, 0.013259527165261287)	(32, 0.013922503523524352)	(34, 0.014819471537644967)	(36, 0.016262420082099875)	(38, 0.01704239226829171)	(40, 0.018017357501031513)	(42, 0.01918731578031927)	(44, 0.019967287966511114)	(46, 0.02082525737132214)	(48, 0.02195621704130031)	(50, 0.02320417253920725)	(52, 0.024803115520900525)	(54, 0.026519054330522575)	(56, 0.02804000009359666)	(58, 0.02967794168459953)	(60, 0.030886898573196882)	(62, 0.03236884572696137)	(64, 0.03357780261555873)	(66, 0.0346697636762273)	(68, 0.035449735862419146)	(70, 0.037009680234802826)	(72, 0.03821863712340018)	(74, 0.039466592621307126)	(76, 0.040792545337833254)	(78, 0.0415335189147155)	(80, 0.04231349110090735)	(82, 0.04387343547329102)	(84, 0.04516038958050756)	(86, 0.04656433951565288)	(88, 0.0483582755438941)	(90, 0.04987922130696819)	(92, 0.05147816428866146)	(94, 0.053155104488973925)	(96, 0.054715048861357606)	(98, 0.056274993233741286)	(100, 0.05802993065267292)	(102, 0.059706870852985386)	(104, 0.0610718221788211)	(106, 0.06255376933258561)	(108, 0.0650496803283995)	(110, 0.06676561913802154)	(112, 0.0684035607290244)	(114, 0.07074347728759992)	(116, 0.07351237854858095)	(118, 0.07593029232577567)	(120, 0.07885518802399506)	(122, 0.08322303226666938)	(124, 0.08696689876039021)	(126, 0.09059376942618226)	(128, 0.09457162757576065)	(130, 0.1001484287070323)	(132, 0.10685618950828213)	(134, 0.11344695448160319)	(136, 0.11953073753389953)	(138, 0.12495154422793284)
SRR16683624_2 - polyg	(1, 0.08205307398738161)	(2, 0.0821310712060008)	(3, 0.08228706564323916)	(4, 0.08275504895495427)	(5, 0.08587493769972163)	(6, 0.08712289319762857)	(7, 0.08743488207210531)	(8, 0.08813685703967797)	(9, 0.08860484035139307)	(10, 0.08965780280275205)	(12, 0.09113974995651655)	(14, 0.09266069571959064)	(16, 0.09375265678025921)	(18, 0.09449363035714146)	(20, 0.09527360254333331)	(22, 0.09617057055745393)	(24, 0.0972235330088129)	(26, 0.09831549406948148)	(28, 0.09909546625567332)	(30, 0.10018742731634189)	(32, 0.10127938837701048)	(34, 0.10295632857732293)	(36, 0.10459427016832579)	(38, 0.1060372187127807)	(40, 0.10759716308516439)	(42, 0.10868912414583295)	(44, 0.10982008381581113)	(46, 0.11102904070440849)	(48, 0.11231599481162502)	(50, 0.113368957262984)	(52, 0.1148509044167485)	(54, 0.11664484044498974)	(56, 0.11863376951977891)	(58, 0.12038870693871057)	(60, 0.12202664852971343)	(62, 0.12339159985554915)	(64, 0.12428856786966977)	(66, 0.12510753866517121)	(68, 0.126082503897911)	(70, 0.1270964677399604)	(72, 0.12807143297270018)	(74, 0.12896840098682083)	(76, 0.13029435370334694)	(78, 0.13119132171746756)	(80, 0.1318932966850402)	(82, 0.1329852577457088)	(84, 0.133921224369139)	(86, 0.13505218403911717)	(88, 0.1362221423184049)	(90, 0.13766509086285983)	(92, 0.13840606443974207)	(94, 0.13945902689110107)	(96, 0.14082397821693676)	(98, 0.14144795596589027)	(100, 0.14207193371484372)	(102, 0.1432028933848219)	(104, 0.14406086278963293)	(106, 0.14452884610134803)	(108, 0.14573780298994538)	(110, 0.14745374179956744)	(112, 0.14831171120437844)	(114, 0.14909168339057027)	(116, 0.15010564723261968)	(118, 0.15135360273052662)	(120, 0.15267955544705275)	(122, 0.15416150260081726)	(124, 0.1558774414104393)	(126, 0.15755438161075175)	(128, 0.1593093190296834)	(130, 0.16110325505792464)	(132, 0.16313118274202343)	(134, 0.16512011181681263)	(136, 0.168045007515032)	(138, 0.17042392268291712)
SRR16683625_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0003013498211865499)	(4, 0.0005273621870764623)	(5, 0.0026368109353823114)	(6, 0.003992885130721786)	(7, 0.004520247317798248)	(8, 0.004670922228391523)	(9, 0.00534895932606126)	(10, 0.005838652785489404)	(12, 0.0062530087896209095)	(14, 0.007194726980828878)	(16, 0.007571414257312065)	(18, 0.007759757895553659)	(20, 0.008098776444388528)	(22, 0.008437794993223396)	(24, 0.008965157180299858)	(26, 0.009266507001486408)	(28, 0.009304175729134726)	(30, 0.010132887737397739)	(32, 0.010735587379770838)	(34, 0.011187612111550664)	(36, 0.012016324119813675)	(38, 0.012468348851593501)	(40, 0.013184054676911557)	(42, 0.014314116506361118)	(44, 0.01514282851462413)	(46, 0.015971540522887143)	(48, 0.016385896527018648)	(50, 0.01725227726292998)	(52, 0.019211051100642553)	(54, 0.022073874401914776)	(56, 0.02407031696727567)	(58, 0.025803078439098334)	(60, 0.026669459175009663)	(62, 0.02753583991092099)	(64, 0.02877890792331551)	(66, 0.029569951203930203)	(68, 0.030474000667489856)	(70, 0.031415718858697816)	(72, 0.03265878687109234)	(74, 0.03469289816410155)	(76, 0.036274984725330944)	(78, 0.03732970909948387)	(80, 0.038610445839526705)	(82, 0.03977817639662458)	(84, 0.041021244409019095)	(86, 0.04192529387257875)	(88, 0.04313069315732495)	(90, 0.04418541753147787)	(92, 0.04542848554387239)	(94, 0.04655854737332195)	(96, 0.047839284113364786)	(98, 0.04889400848751771)	(100, 0.04979805795107736)	(102, 0.05115413214641684)	(104, 0.05190750669938321)	(106, 0.0528868936182395)	(108, 0.05484566745595207)	(110, 0.055938060557753314)	(112, 0.057181128570147836)	(114, 0.05846186531019067)	(116, 0.06023229550966165)	(118, 0.06219106934737422)	(120, 0.06445119300627336)	(122, 0.06663597920987584)	(124, 0.07002616469822452)	(126, 0.07371770000775976)	(128, 0.07778592259377817)	(130, 0.08140212044801678)	(132, 0.08573402412757344)	(134, 0.09051795253890992)	(136, 0.09628126786910268)	(138, 0.10102752755279083)
SRR16683625_2 - polyg	(1, 0.07985770261443571)	(2, 0.08008371498032563)	(3, 0.08038506480151217)	(4, 0.080837089533292)	(5, 0.08256985100511466)	(6, 0.08302187573689448)	(7, 0.08339856301337767)	(8, 0.08392592520045414)	(9, 0.08430261247693732)	(10, 0.08464163102577218)	(12, 0.08535733685109025)	(14, 0.08626138631464988)	(16, 0.08693942341231964)	(18, 0.08799414778647255)	(20, 0.08882285979473556)	(22, 0.08938789070946035)	(24, 0.09055562126655822)	(26, 0.09168568309600779)	(28, 0.09243905764897417)	(30, 0.09338077584018215)	(32, 0.09436016275903841)	(34, 0.09522654349494974)	(36, 0.09643194277969595)	(38, 0.09733599224325559)	(40, 0.09808936679622197)	(42, 0.09910642244272658)	(44, 0.09997280317863791)	(46, 0.10121587119103242)	(48, 0.1021575893822404)	(50, 0.10317464502874502)	(52, 0.10502041268351262)	(54, 0.10682851161063192)	(56, 0.10848593562715794)	(58, 0.11044470946487053)	(60, 0.11172544620491337)	(62, 0.11285550803436292)	(64, 0.11353354513203265)	(66, 0.11413624477440576)	(68, 0.11492728805502045)	(70, 0.1160196811568217)	(72, 0.11673538698213975)	(74, 0.11782778008394099)	(76, 0.11910851682398382)	(78, 0.12027624738108171)	(80, 0.12102962193404809)	(82, 0.12174532775936614)	(84, 0.12215968376349765)	(86, 0.12246103358468419)	(88, 0.12321440813765057)	(90, 0.1240807888735619)	(92, 0.1250978445200665)	(94, 0.12600189398362616)	(96, 0.1270566183577791)	(98, 0.12796066782133875)	(100, 0.12882704855725008)	(102, 0.13003244784199625)	(104, 0.13055981002907274)	(106, 0.13138852203733575)	(108, 0.13300827732621345)	(110, 0.13398766424506975)	(112, 0.13496705116392602)	(114, 0.1357204257168924)	(116, 0.13688815627399026)	(118, 0.13839490537992302)	(120, 0.1391106112052411)	(122, 0.14035367921763559)	(124, 0.14197343450651329)	(126, 0.14359318979539099)	(128, 0.14604165709253172)	(130, 0.1480380996578926)	(132, 0.1507879167762199)	(134, 0.15463012699634837)	(136, 0.15817098739529034)	(138, 0.16092080451361762)
SRR16683626_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00040188015612240306)	(4, 0.001044888405918248)	(5, 0.004661809811019876)	(6, 0.006751586622856371)	(7, 0.007716098997550138)	(8, 0.008037603122448061)	(9, 0.008439483278570465)	(10, 0.009122679543978548)	(12, 0.010328320012345758)	(14, 0.01157414849632521)	(16, 0.012337720792957774)	(18, 0.012940541027141378)	(20, 0.01314148110520258)	(22, 0.013663925308161703)	(24, 0.014065805464284108)	(26, 0.014507873636018749)	(28, 0.015191069901426834)	(30, 0.015592950057549237)	(32, 0.016597650447855244)	(34, 0.017642538853773496)	(36, 0.019049119400201903)	(38, 0.020174383837344635)	(40, 0.02129964827448736)	(42, 0.022545476758466812)	(44, 0.023791305242446263)	(46, 0.025358637851323633)	(48, 0.027368038631935647)	(50, 0.028573679100302857)	(52, 0.031185900115098475)	(54, 0.034883197551424584)	(56, 0.03737485451938348)	(58, 0.0395851953780567)	(60, 0.04103196394009735)	(62, 0.04251892051775025)	(64, 0.0439656890797909)	(66, 0.045774149782341705)	(68, 0.047341482391219075)	(70, 0.04882843896887197)	(72, 0.050516335624586066)	(74, 0.05212385624907567)	(76, 0.05373137687356529)	(78, 0.05509776940438146)	(80, 0.056464161935197626)	(82, 0.05815205859091172)	(84, 0.059880143262238054)	(86, 0.06136709983989094)	(88, 0.06285405641754384)	(90, 0.06405969688591104)	(92, 0.06534571338550274)	(94, 0.06723455011927804)	(96, 0.06868131868131869)	(98, 0.07036921533703278)	(100, 0.07205711199274686)	(102, 0.07370482063284872)	(104, 0.07466933300754248)	(106, 0.07591516149152194)	(108, 0.07796475028774619)	(110, 0.07989377503713373)	(112, 0.08214430391141919)	(114, 0.0847565249262148)	(116, 0.08620329348825545)	(118, 0.08793137815958178)	(120, 0.09042303512754069)	(122, 0.09375864042335663)	(124, 0.09657180151621345)	(126, 0.10026909895253956)	(128, 0.10328320012345758)	(130, 0.10718143763784489)	(132, 0.11132080324590565)	(134, 0.11654524527549688)	(136, 0.12209119142998605)	(138, 0.12659224917855696)
SRR16683626_2 - polyg	(1, 0.08640423356631666)	(2, 0.08640423356631666)	(3, 0.08672573769121458)	(4, 0.08744912197223491)	(5, 0.09002115497141829)	(6, 0.09058378718998965)	(7, 0.09130717147100997)	(8, 0.09154829956468341)	(9, 0.09227168384570374)	(10, 0.0932361962203975)	(12, 0.094321272641928)	(14, 0.09524559700100953)	(16, 0.0957278531883564)	(18, 0.09661198953182569)	(20, 0.09745593785968273)	(22, 0.09846063824998874)	(24, 0.09926439856223356)	(26, 0.10038966299937628)	(28, 0.1019971836238659)	(30, 0.10324301210784534)	(32, 0.10416733646692687)	(34, 0.10557391701335528)	(36, 0.10742256573151833)	(38, 0.10870858223111002)	(40, 0.11015535079315067)	(42, 0.11152174332396685)	(44, 0.11268719577672182)	(46, 0.1141741523543747)	(48, 0.11550035686957863)	(50, 0.11658543329110913)	(52, 0.1181527658999865)	(54, 0.12036310675865972)	(56, 0.12209119142998605)	(58, 0.12410059221059806)	(60, 0.1258286768819244)	(62, 0.12679318925661817)	(64, 0.12755676155325074)	(66, 0.12876240202161793)	(68, 0.1301287945524341)	(70, 0.1314148110520258)	(72, 0.1323391354111073)	(74, 0.13358496389508678)	(76, 0.13446910023855607)	(78, 0.1353934245976376)	(80, 0.13651868903478032)	(82, 0.13748320140947407)	(84, 0.1382869617217189)	(86, 0.13945241417447385)	(88, 0.14057767861161657)	(90, 0.14154219098631035)	(92, 0.14290858351712654)	(94, 0.14411422398549373)	(96, 0.14503854834457525)	(98, 0.14592268468804453)	(100, 0.14700776110957503)	(102, 0.1485750937184524)	(104, 0.14970035815559513)	(106, 0.15042374243661547)	(108, 0.151348066795697)	(110, 0.15207145107671732)	(112, 0.15311633948263556)	(114, 0.1545631080446762)	(116, 0.15609025263794135)	(118, 0.15729589310630854)	(120, 0.15838096952783903)	(122, 0.15986792610549194)	(124, 0.16139507069875708)	(126, 0.1630427793388589)	(128, 0.16537368424436885)	(130, 0.1681064693060012)	(132, 0.17104019444569474)	(134, 0.17437579974151068)	(136, 0.17734971289681647)	(138, 0.18068531819263242)
SRR16683627_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0004924943855640046)	(4, 0.0008208239759400077)	(5, 0.0036116254941360336)	(6, 0.004924943855640046)	(7, 0.005663685433986053)	(8, 0.005745767831580054)	(9, 0.006238262217144058)	(10, 0.006689715403911062)	(12, 0.007428456982257069)	(14, 0.008331363355791077)	(16, 0.008864898940152082)	(18, 0.009398434524513086)	(20, 0.009603640518498088)	(22, 0.009931970108874092)	(24, 0.010342382096844096)	(26, 0.010916958880002102)	(28, 0.011450494464363106)	(30, 0.011901947651130111)	(32, 0.01301006001864912)	(34, 0.01387192519338613)	(36, 0.015267325952484142)	(38, 0.016580644313988153)	(40, 0.01789396267549217)	(42, 0.019043116241808176)	(44, 0.020192269808124188)	(46, 0.021177258579252196)	(48, 0.02261370053714721)	(50, 0.023968060097448222)	(52, 0.02556866685053124)	(54, 0.027743850386772257)	(56, 0.030001116320607278)	(58, 0.03135547588090829)	(60, 0.0323815058508333)	(62, 0.03344857701955531)	(64, 0.03406419500151031)	(66, 0.034926060176247324)	(68, 0.036526666929330334)	(70, 0.03825039727880435)	(72, 0.03935850964632337)	(74, 0.04067182800782737)	(76, 0.041985146369331386)	(78, 0.0429701351404594)	(80, 0.04440657709835441)	(82, 0.04518635987549742)	(84, 0.046376554640610426)	(86, 0.04781299659850544)	(88, 0.049167356158806456)	(90, 0.05002922133354346)	(92, 0.05130149849625047)	(94, 0.05257377565895749)	(96, 0.053846052821664506)	(98, 0.0545847944000105)	(100, 0.055651865568732514)	(102, 0.05708830752662753)	(104, 0.05803225509895854)	(106, 0.05897620267128954)	(108, 0.05996119144241756)	(110, 0.06106930380993657)	(112, 0.06230053977384657)	(114, 0.06361385813535059)	(116, 0.0653786296836216)	(118, 0.06697923643670461)	(120, 0.06878504918377264)	(122, 0.07108335631640467)	(124, 0.07375103423820968)	(126, 0.07719849493715772)	(128, 0.08081012043129375)	(130, 0.08397029273866277)	(132, 0.08860794820272383)	(134, 0.09410746884152188)	(136, 0.09968907187791393)	(138, 0.10399839775159897)
SRR16683627_2 - polyg	(1, 0.07370999303941268)	(2, 0.07370999303941268)	(3, 0.07403832262978868)	(4, 0.07453081701535269)	(5, 0.0768291241479847)	(6, 0.07797827771430073)	(7, 0.07896326648542873)	(8, 0.07937367847339874)	(9, 0.07953784326858673)	(10, 0.08023554364813575)	(12, 0.08138469721445175)	(14, 0.08290322156994076)	(16, 0.08376508674467778)	(18, 0.08450382832302378)	(20, 0.0852425699013698)	(22, 0.08577610548573081)	(24, 0.08647380586527981)	(26, 0.08737671223881381)	(28, 0.08819753621475382)	(30, 0.08910044258828784)	(32, 0.09008543135941582)	(34, 0.09107042013054384)	(36, 0.09230165609445386)	(38, 0.09316352126919086)	(40, 0.09427163363670987)	(42, 0.09537974600422888)	(44, 0.09620056998016889)	(46, 0.09734972354648491)	(48, 0.09853991831159792)	(50, 0.09960698948031993)	(52, 0.10071510184783894)	(54, 0.10235674979971895)	(56, 0.10403943895039597)	(58, 0.10580421049866698)	(60, 0.107281693655359)	(62, 0.108184600028893)	(64, 0.10912854760122401)	(66, 0.10982624798077302)	(68, 0.11097540154708903)	(70, 0.11159101952904404)	(72, 0.11241184350498404)	(74, 0.11347891467370605)	(76, 0.11454598584242806)	(78, 0.11565409820994707)	(80, 0.11622867499310507)	(82, 0.11700845777024808)	(84, 0.1177061581497971)	(86, 0.11848594092694009)	(88, 0.11938884730047411)	(90, 0.12033279487280511)	(92, 0.12156403083671513)	(94, 0.12254901960784313)	(96, 0.12357504957776815)	(98, 0.12451899715009915)	(100, 0.12570919191521218)	(102, 0.12640689229476115)	(104, 0.12706355147551318)	(106, 0.1279254166502502)	(108, 0.1290745702165662)	(110, 0.1305110121744612)	(112, 0.1310855889576192)	(114, 0.1317832893371682)	(116, 0.13272723690949922)	(118, 0.13342493728904825)	(120, 0.13416367886739422)	(122, 0.13502554404213124)	(124, 0.13601053281325926)	(126, 0.13765218076513927)	(128, 0.13945799351220728)	(130, 0.14114068266288432)	(132, 0.14298753660874933)	(134, 0.14565521453055436)	(136, 0.1482408100547654)	(138, 0.1502107875970214)
SRR16683628_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0005772134279633519)	(4, 0.0012368859170643256)	(5, 0.004782625545982059)	(6, 0.0066791839521473575)	(7, 0.007586233624661196)	(8, 0.007833610808074062)	(9, 0.008163447052624548)	(10, 0.008493283297175035)	(12, 0.009565251091964117)	(14, 0.011049514192441308)	(16, 0.011791645742679904)	(18, 0.012286400109505633)	(20, 0.012657465884624932)	(22, 0.012946072598606608)	(24, 0.013482056496001149)	(26, 0.013976810862826879)	(28, 0.014224188046239743)	(30, 0.01451279476022142)	(32, 0.015502303493872879)	(34, 0.016161975982973854)	(36, 0.017275173308331747)	(38, 0.01842960016425845)	(40, 0.01979017467302921)	(42, 0.021027060590093533)	(44, 0.021934110262607373)	(46, 0.023500832424222184)	(48, 0.02428419350502959)	(50, 0.025191243177543426)	(52, 0.02721149017541516)	(54, 0.029272966703855704)	(56, 0.030839688865470515)	(58, 0.032736247271635814)	(60, 0.03393190365813133)	(62, 0.0345915761472323)	(64, 0.03537493722803971)	(66, 0.03640567549225998)	(68, 0.03788993859273717)	(70, 0.04007510371288414)	(72, 0.041600596343930145)	(74, 0.04287871179156329)	(76, 0.04436297489204047)	(78, 0.04551740174796718)	(80, 0.046919205787306746)	(82, 0.04832100982664632)	(84, 0.049351748090866586)	(86, 0.05062986353849973)	(88, 0.05207289710840811)	(90, 0.053474701147747675)	(92, 0.05467035753424319)	(94, 0.0558660139207387)	(96, 0.05817486763259211)	(98, 0.06011265556932622)	(100, 0.06176183679207865)	(102, 0.06402946097336325)	(104, 0.06617339656294141)	(106, 0.06860593886650126)	(108, 0.0710797107006299)	(110, 0.07396577784044667)	(112, 0.07602725436888721)	(114, 0.07957299399780494)	(116, 0.08266520879046577)	(118, 0.08687062090848446)	(120, 0.090457590067971)	(122, 0.09396210016631992)	(124, 0.09816751228433863)	(126, 0.10266153111633902)	(128, 0.1075678452540275)	(130, 0.1136698157782115)	(132, 0.12063760644434054)	(134, 0.12830629913013936)	(136, 0.13613990993821343)	(138, 0.14149974891215883)
SRR16683628_2 - polyg	(1, 0.08039758460918116)	(2, 0.08039758460918116)	(3, 0.08105725709828213)	(4, 0.081304634281695)	(5, 0.0855100463997137)	(6, 0.08608725982767705)	(7, 0.08682939137791565)	(8, 0.08724168668360376)	(9, 0.08773644105042949)	(10, 0.08893209743692501)	(12, 0.09016898335398933)	(14, 0.0915295578627601)	(16, 0.09260152565754917)	(18, 0.09354980486063182)	(20, 0.0946217726554209)	(22, 0.09606480622532929)	(24, 0.09750783979523767)	(26, 0.09824997134547625)	(28, 0.0988271847734396)	(30, 0.09973423444595345)	(32, 0.10084743177131134)	(34, 0.10196062909666923)	(36, 0.10311505595259593)	(38, 0.10431071233909145)	(40, 0.10509407341989885)	(42, 0.10628972980639437)	(44, 0.10727923854004584)	(46, 0.10847489492654135)	(48, 0.10901087882393588)	(50, 0.1105776009855507)	(52, 0.11193817549432146)	(54, 0.1143707177978813)	(56, 0.11667957150973471)	(58, 0.11832875273248714)	(60, 0.1192770319355698)	(62, 0.12026654066922125)	(64, 0.12080252456661579)	(66, 0.12133850846401033)	(68, 0.12187449236140488)	(70, 0.12257539438107465)	(72, 0.1235236735841573)	(74, 0.12488424809292807)	(76, 0.12575006823487309)	(78, 0.1268220360296622)	(80, 0.12777031523274482)	(82, 0.12896597161924034)	(84, 0.13016162800573586)	(86, 0.13139851392280016)	(88, 0.1322643340647452)	(90, 0.13292400655384617)	(92, 0.1337898266957912)	(94, 0.13477933542944268)	(96, 0.1356039260408189)	(98, 0.13696450054958964)	(100, 0.13848999318063565)	(102, 0.13964442003656236)	(104, 0.1402216334645257)	(106, 0.14071638783135143)	(108, 0.14174712609557172)	(110, 0.1424480281152415)	(112, 0.14347876637946175)	(114, 0.14434458652140678)	(116, 0.14537532478562704)	(118, 0.14665344023326018)	(120, 0.14789032615032452)	(122, 0.14871491676170073)	(124, 0.15003426173990267)	(126, 0.1516422134320863)	(128, 0.15407475573564616)	(130, 0.15601254367238027)	(132, 0.1584450859759401)	(134, 0.16104254640177518)	(136, 0.16388738401102312)	(138, 0.16730943504823442)
SRR16683629_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0002157641611413061)	(4, 0.0005753710963768163)	(5, 0.0030206982559782855)	(6, 0.00424336183577902)	(7, 0.004531047383967428)	(8, 0.0046748901580616325)	(9, 0.005178339867391347)	(10, 0.005717750270244612)	(12, 0.006257160673097877)	(14, 0.007515784946422162)	(16, 0.00776750980108702)	(18, 0.008342880897463836)	(20, 0.008774409219746449)	(22, 0.009062094767934856)	(24, 0.00952958378374102)	(26, 0.009637465864311672)	(28, 0.00985323002545298)	(30, 0.010464561815353345)	(32, 0.01132761845991857)	(34, 0.012334517878577998)	(36, 0.013916788393614245)	(38, 0.01488772711875012)	(40, 0.015606940989221142)	(42, 0.01629019416616861)	(44, 0.01708132942368673)	(46, 0.017800543294157756)	(48, 0.019095128261005588)	(50, 0.020137988373188573)	(52, 0.021971983742889674)	(54, 0.024129625354302735)	(56, 0.025568053095244774)	(58, 0.026790716675045508)	(60, 0.02786953748075204)	(62, 0.02862471204474661)	(64, 0.029595650769882485)	(66, 0.03042274672092416)	(68, 0.03168137099424845)	(70, 0.033874973299185054)	(72, 0.0350257154919387)	(74, 0.03646414323288073)	(76, 0.03761488542563436)	(78, 0.03923311663419416)	(80, 0.04052770160104199)	(82, 0.04214593280960179)	(84, 0.04354839985702028)	(86, 0.045094709678532977)	(88, 0.04620949117776306)	(90, 0.04761195822518155)	(92, 0.048834621804982284)	(94, 0.04976959983659461)	(96, 0.051423791738677956)	(98, 0.053042022947237755)	(100, 0.053905079591802976)	(102, 0.05563119288093342)	(104, 0.05732134547654032)	(106, 0.05875977321748237)	(108, 0.06052184720013636)	(110, 0.06239180326336101)	(112, 0.06490905181000958)	(114, 0.06692285064732845)	(116, 0.069440099193977)	(118, 0.0723888760629082)	(120, 0.0756972598670749)	(122, 0.07961697546114195)	(124, 0.08378841590987388)	(126, 0.08839138468088839)	(128, 0.09371356732237396)	(130, 0.09946727828614212)	(132, 0.10554463549162224)	(134, 0.1132761845991857)	(136, 0.12014467706218396)	(138, 0.12564666317128725)
SRR16683629_2 - polyg	(1, 0.09824461470634138)	(2, 0.09831653609338849)	(3, 0.09853230025452979)	(4, 0.09917959273795371)	(5, 0.10076186325298996)	(6, 0.1020564482198378)	(7, 0.10263181931621461)	(8, 0.10291950486440302)	(9, 0.10335103318668562)	(10, 0.10414216844420375)	(12, 0.10529291063695738)	(14, 0.10629981005561681)	(16, 0.10676729907142297)	(18, 0.10745055224837044)	(20, 0.1079180412641766)	(22, 0.10852937305407698)	(24, 0.10950031177921285)	(26, 0.11029144703673097)	(28, 0.1110825822942491)	(30, 0.11201756032586142)	(32, 0.11356387014737412)	(34, 0.11514614066241036)	(36, 0.1169441753385879)	(38, 0.11787915337020025)	(40, 0.11895797417590677)	(42, 0.11971314873990134)	(44, 0.1204683233038959)	(46, 0.12118753717436692)	(48, 0.12280576838292673)	(50, 0.12392054988215681)	(52, 0.12478360652672202)	(54, 0.12647375912232894)	(56, 0.12805602963736518)	(58, 0.12967426084592498)	(60, 0.1308969244257257)	(62, 0.13186786315086158)	(64, 0.1327309197954268)	(66, 0.13334225158532717)	(68, 0.1341333868428453)	(70, 0.13549989319674022)	(72, 0.13614718568016415)	(74, 0.1367585174700645)	(76, 0.1375856134211062)	(78, 0.13866443422681274)	(80, 0.13916788393614243)	(82, 0.13999497988718412)	(84, 0.1410378399993671)	(86, 0.14164917178926745)	(88, 0.14254818912735623)	(90, 0.14337528507839792)	(92, 0.14445410588410443)	(94, 0.1455688873833345)	(96, 0.1463240619473291)	(98, 0.14671962957608814)	(100, 0.1472590399789414)	(102, 0.14790633246236534)	(104, 0.14848170355874216)	(106, 0.14916495673568964)	(108, 0.15053146308958454)	(110, 0.15175412666938531)	(112, 0.1524014191528092)	(114, 0.15304871163623313)	(116, 0.15427137521603385)	(118, 0.15535019602174038)	(120, 0.15639305613392337)	(122, 0.15736399485905925)	(124, 0.15905414745466617)	(126, 0.16052853588913174)	(128, 0.16243445264587994)	(130, 0.16405268385443975)	(132, 0.16667781448165897)	(134, 0.1699502375923021)	(136, 0.17336650347703947)	(138, 0.1765670052006355)
SRR16683630_2 - polyg	(1, 0.0731539588939579)	(2, 0.07321751576528193)	(3, 0.07366241386455014)	(4, 0.07398019822117029)	(5, 0.075505563132947)	(6, 0.07563267687559505)	(7, 0.0759504612322152)	(8, 0.07626824558883534)	(9, 0.07652247307413146)	(10, 0.0768084789950896)	(12, 0.07738049083700586)	(14, 0.0785562929565004)	(16, 0.07893763418444458)	(18, 0.07966853820467093)	(20, 0.0802723284822492)	(22, 0.08084434032416546)	(24, 0.08186125026534993)	(26, 0.08256037584991427)	(28, 0.08313238769183054)	(30, 0.08367262109808478)	(32, 0.08443530355397313)	(34, 0.08548399193081962)	(36, 0.08688224309994827)	(38, 0.08777203929848468)	(40, 0.088471164883049)	(42, 0.08945629638857146)	(44, 0.09047320632975592)	(46, 0.09152189470660241)	(48, 0.09228457716249076)	(50, 0.09298370274705509)	(52, 0.09368282833161942)	(54, 0.09476329514412792)	(56, 0.09603443257060851)	(58, 0.09724201312576505)	(60, 0.09835425837393558)	(62, 0.09905338395849991)	(64, 0.09968895267174019)	(66, 0.10048341356329057)	(68, 0.10130965289050295)	(70, 0.1020723353463913)	(72, 0.10273968249529361)	(74, 0.103565921822506)	(76, 0.10464638863501449)	(78, 0.1059493044971571)	(80, 0.1068073222600315)	(82, 0.1076653400229059)	(84, 0.10842802247879424)	(86, 0.10947671085564073)	(88, 0.1104936207968252)	(90, 0.11151053073800968)	(92, 0.11259099755051818)	(94, 0.11367146436302668)	(96, 0.11472015273987317)	(98, 0.11551461363142354)	(100, 0.1163090745229739)	(102, 0.11672219418658009)	(104, 0.11726242759283434)	(106, 0.11808866692004673)	(108, 0.11875601406894903)	(110, 0.11935980434652732)	(112, 0.12009070836675365)	(114, 0.12094872612962806)	(116, 0.12164785171419237)	(118, 0.12250586947706676)	(120, 0.12339566567560319)	(122, 0.12460324623075975)	(124, 0.12593794052856438)	(126, 0.12778108979696123)	(128, 0.1297195743723441)	(130, 0.131594502076403)	(132, 0.13331053760215178)	(134, 0.13639304586136722)	(136, 0.1389670991499904)	(138, 0.14065135624007719)
