Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR16683631_1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 7.344782707051872e-05)	(32, 9.793043609402497e-05)	(34, 0.00014689565414103745)	(36, 0.00024482609023506244)	(38, 0.00034275652632908735)	(40, 0.0006855130526581747)	(42, 0.0010772347970342748)	(44, 0.0013465434962928434)	(46, 0.0014689565414103744)	(48, 0.0015668869775043994)	(50, 0.0019341261128569933)	(52, 0.0022768826391860804)	(54, 0.0026686043835621805)	(56, 0.003133773955008799)	(58, 0.003427565263290874)	(60, 0.0038437696166904803)	(62, 0.004333421797160605)	(64, 0.00501893484981878)	(66, 0.005728930511500461)	(68, 0.006561339218299673)	(70, 0.007369265316075379)	(72, 0.008373052286039136)	(74, 0.009695113173308472)	(76, 0.010894761015460278)	(78, 0.012143374075659095)	(80, 0.01341646974488142)	(82, 0.014714048023127252)	(84, 0.01591369586527906)	(86, 0.01699093066231333)	(88, 0.018410921985676693)	(90, 0.02046746114365122)	(92, 0.022254691602367177)	(94, 0.024384678587412216)	(96, 0.02675949166269232)	(98, 0.02910982212894892)	(100, 0.0321701482568872)	(102, 0.0349122004675199)	(104, 0.037923561377411166)	(106, 0.04152250490386659)	(108, 0.04472972668594591)	(110, 0.04845108325751885)	(112, 0.05187864852080973)	(114, 0.05525724856605359)	(116, 0.059345844272979134)	(118, 0.06345892258892818)	(120, 0.06789027482218281)	(122, 0.07259093575469601)	(124, 0.07712021842404466)	(126, 0.08162501848436982)	(128, 0.08652154028907107)	(130, 0.09193219688326594)	(132, 0.1011621404851278)	(134, 0.10307178398896127)	(136, 0.10336557529724336)	(138, 0.10336557529724336)
SRR16683631_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00024482609023506244)	(4, 0.0005875826165641498)	(5, 0.002448260902350624)	(6, 0.004162043533996062)	(7, 0.004504800060325148)	(8, 0.004896521804701248)	(9, 0.004945487022748261)	(10, 0.005361691376147867)	(12, 0.005851343556617992)	(14, 0.006389960955135129)	(16, 0.006659269654393698)	(18, 0.007148921834863823)	(20, 0.0075896087972869355)	(22, 0.00788340010556901)	(24, 0.008373052286039136)	(26, 0.00878925663943874)	(28, 0.009107530556744322)	(30, 0.009523734910143928)	(32, 0.010209247962802103)	(34, 0.01153130885007144)	(36, 0.01388163931632804)	(38, 0.014738530632150759)	(40, 0.01544852629383244)	(42, 0.0164767958728197)	(44, 0.017235756752548397)	(46, 0.01809264806837111)	(48, 0.01965953504587551)	(50, 0.020687804624862777)	(52, 0.022328139429437694)	(54, 0.02538846555737597)	(56, 0.02715121340706842)	(58, 0.028473274294337762)	(60, 0.029599474309419047)	(62, 0.030627743888406313)	(64, 0.031288774332040976)	(66, 0.03221911347493421)	(68, 0.03388393088853264)	(70, 0.03547530047506055)	(72, 0.0372625309337765)	(74, 0.03914769182858648)	(76, 0.04066561358804387)	(78, 0.041889744039219176)	(80, 0.043138357099418004)	(82, 0.04416662667840526)	(84, 0.04512144843032201)	(86, 0.04637006149052082)	(88, 0.04739833106950808)	(90, 0.04805936151314275)	(92, 0.04921004413724755)	(94, 0.05028727893428182)	(96, 0.05124210068619857)	(98, 0.05290691809979699)	(100, 0.05444932246827788)	(102, 0.05591827900968825)	(104, 0.05711792685184006)	(106, 0.0584399877391094)	(108, 0.059737566017355234)	(110, 0.060790318205366)	(112, 0.06267547910017598)	(114, 0.06458512260400946)	(116, 0.06593166610030232)	(118, 0.06811061830339436)	(120, 0.07090163573207407)	(122, 0.07454954447657651)	(124, 0.07827090104814946)	(126, 0.08213915327386345)	(128, 0.08649705768004756)	(130, 0.09127116643963128)	(132, 0.09633906650749707)	(134, 0.10223937528216206)	(136, 0.10860485362827368)	(138, 0.11408895804953909)
SRR16683631_2 - polyg	(1, 0.07472092273974106)	(2, 0.0748678183938821)	(3, 0.07521057492021117)	(4, 0.07545540101044625)	(5, 0.07707125320599766)	(6, 0.0776588358225618)	(7, 0.07829538365717296)	(8, 0.07858917496545503)	(9, 0.0788340010556901)	(10, 0.07976434019858333)	(12, 0.08027847498807697)	(14, 0.08106191847682917)	(16, 0.08179639674753436)	(18, 0.08265328806335707)	(20, 0.0831429402438272)	(22, 0.08343673155210928)	(24, 0.08404879677769693)	(26, 0.08488120548449614)	(28, 0.08583602723641288)	(30, 0.08647257507102404)	(32, 0.08728050116879976)	(34, 0.08892083597337466)	(36, 0.09112427078549024)	(38, 0.09203012731935997)	(40, 0.09310736211639424)	(42, 0.09406218386831099)	(44, 0.0945273534397576)	(46, 0.09555562301874487)	(48, 0.09660837520675564)	(50, 0.09748974913160185)	(52, 0.09854250131961262)	(54, 0.10067248830465766)	(56, 0.10243523615435011)	(58, 0.10365936660552544)	(60, 0.1047366014025597)	(62, 0.10576487098154697)	(64, 0.10659727968834617)	(66, 0.10747865361319241)	(68, 0.10848244058315616)	(70, 0.1090455405906968)	(72, 0.11024518843284861)	(74, 0.11149380149304743)	(76, 0.1126200015081287)	(78, 0.11377068413223351)	(80, 0.1148968841473148)	(82, 0.1153620537187614)	(84, 0.11616997981653712)	(86, 0.11700238852333633)	(88, 0.1180306581023236)	(90, 0.11869168854595827)	(92, 0.11971995812494553)	(94, 0.12055236683174474)	(96, 0.12153167119268499)	(98, 0.12255994077167226)	(100, 0.12344131469651848)	(102, 0.1243226886213647)	(104, 0.12562026689961053)	(106, 0.12681991474176235)	(108, 0.1282643886741492)	(110, 0.12917024520801895)	(112, 0.1301495495689592)	(114, 0.1309819582757584)	(116, 0.13188781480962813)	(118, 0.13279367134349784)	(120, 0.13389538874955564)	(122, 0.1349481409375664)	(124, 0.13656399313311782)	(126, 0.13903673664449195)	(128, 0.14119120623856052)	(130, 0.1439822236672402)	(132, 0.1481687498102598)	(134, 0.15225734551718534)	(136, 0.15629697600606385)	(138, 0.15918592387083758)
SRR16683632_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0002457994915227852)	(4, 0.0004915989830455704)	(5, 0.002867660734432494)	(6, 0.004506324011251062)	(7, 0.004915989830455704)	(8, 0.005489521977342203)	(9, 0.005817254632705916)	(10, 0.006308853615751488)	(12, 0.007087218672240306)	(14, 0.00839814929369516)	(16, 0.00876684853097934)	(18, 0.008930714858661195)	(20, 0.009176514350183981)	(22, 0.009831979660911408)	(24, 0.010241645480116052)	(26, 0.01073324446316162)	(28, 0.011060977118525335)	(30, 0.011470642937729977)	(32, 0.01228997457613926)	(34, 0.013437038869912259)	(36, 0.01462506974560572)	(38, 0.015567301129776397)	(40, 0.016263733022424287)	(42, 0.01724693098851543)	(44, 0.01884462768341353)	(46, 0.020319424632550244)	(48, 0.021917121327448347)	(50, 0.023678684350028307)	(52, 0.02527638104492641)	(54, 0.02720181039518823)	(56, 0.028717573926245403)	(58, 0.030479136948825366)	(60, 0.03150330149683697)	(62, 0.03265036579060997)	(64, 0.03416612932166714)	(66, 0.03502642754199689)	(68, 0.03641929132729267)	(70, 0.03805795460411124)	(72, 0.03949178497132749)	(74, 0.0409665819204642)	(76, 0.042973944434566945)	(78, 0.04461260771138552)	(80, 0.04547290593171527)	(82, 0.046292237570124545)	(84, 0.04723446895429523)	(86, 0.048504432993829616)	(88, 0.049774397033364004)	(90, 0.05174079296554628)	(92, 0.05362525573388764)	(94, 0.05542778533838806)	(96, 0.056943548869445235)	(98, 0.058254479490900096)	(100, 0.059114777711229846)	(102, 0.060384741750764234)	(104, 0.06157277262645769)	(106, 0.06349820197671951)	(108, 0.06554653107274272)	(110, 0.06779969307836825)	(112, 0.06968415584670962)	(114, 0.07128185254160771)	(116, 0.07308438214610813)	(118, 0.07546044389749507)	(120, 0.07865583728729125)	(122, 0.08156446460364422)	(124, 0.08504662406688368)	(126, 0.08918424884085056)	(128, 0.09410023867130626)	(130, 0.09954879406672801)	(132, 0.10520218237175206)	(134, 0.11183876864286726)	(136, 0.118434388332062)	(138, 0.1234732779082791)
SRR16683632_2 - polyg	(1, 0.07972096841722333)	(2, 0.07972096841722333)	(3, 0.07996676790874611)	(4, 0.08013063423642798)	(5, 0.08168736434940561)	(6, 0.08234282966013304)	(7, 0.08258862915165582)	(8, 0.08275249547933769)	(9, 0.0830802281347014)	(10, 0.08389955977311067)	(12, 0.0848008245753609)	(14, 0.0858249891233725)	(16, 0.08631658810641807)	(18, 0.08680818708946364)	(20, 0.08770945189171385)	(22, 0.08873361643972547)	(24, 0.09020841338886218)	(26, 0.09135547768263516)	(28, 0.09229770906680584)	(30, 0.09307607412329466)	(32, 0.09381347259786302)	(34, 0.09487860372779508)	(36, 0.09602566802156809)	(38, 0.09709079915150015)	(40, 0.09811496369951175)	(42, 0.09897526191984152)	(44, 0.09963072723056894)	(46, 0.10077779152434194)	(48, 0.10204775556387632)	(50, 0.10319481985764932)	(52, 0.10446478389718371)	(54, 0.10610344717400227)	(56, 0.10770114386890038)	(58, 0.10970850638300313)	(60, 0.11122426991406031)	(62, 0.11224843446207192)	(64, 0.11343646533776537)	(66, 0.11425579697617466)	(68, 0.11540286126994766)	(70, 0.11691862480100482)	(72, 0.11802472251285737)	(74, 0.11851632149590294)	(76, 0.11974531895351687)	(78, 0.12072851691960801)	(80, 0.12171171488569915)	(82, 0.12269491285179028)	(84, 0.12347327790827911)	(86, 0.12441550929244977)	(88, 0.12548064042238183)	(90, 0.12642287180655254)	(92, 0.12732413660880273)	(94, 0.1285121674844962)	(96, 0.12961826519634873)	(98, 0.1308062960720422)	(100, 0.13199432694773566)	(102, 0.13277269200422448)	(104, 0.1335100904787928)	(106, 0.13453425502680444)	(108, 0.13580421906633883)	(110, 0.13666451728666856)	(112, 0.1376886818346802)	(114, 0.13858994663693042)	(116, 0.13936831169341923)	(118, 0.14014667674990802)	(120, 0.14149857395328336)	(122, 0.14276853799281775)	(124, 0.1440794686142726)	(126, 0.14604586454645485)	(128, 0.14821709338823946)	(130, 0.15006058957466037)	(132, 0.15255955107180869)	(134, 0.15604171053504814)	(136, 0.1595238699982876)	(138, 0.1621457312411973)
SRR16683633_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 7.323539320082609e-05)	(4, 0.00029294157280330437)	(5, 0.0027097095484305655)	(6, 0.004247652805647913)	(7, 0.004467358985250392)	(8, 0.004613829771652044)	(9, 0.004760300558053696)	(10, 0.0051630952206582394)	(12, 0.005822213759465674)	(14, 0.006737656174476001)	(16, 0.007726333982687153)	(18, 0.008019275555490457)	(20, 0.008568541004496652)	(22, 0.009081188756902435)	(24, 0.009337512633105328)	(26, 0.009593836509308219)	(28, 0.010289572744716067)	(30, 0.010728985103921023)	(32, 0.011278250552927218)	(34, 0.011864133698533827)	(36, 0.012669723023742915)	(38, 0.01321898847274911)	(40, 0.013951342404757372)	(42, 0.014610460943564807)	(44, 0.01563575644837637)	(46, 0.016514581166786287)	(48, 0.01717369970559372)	(50, 0.01790605363760198)	(52, 0.018455319086608177)	(54, 0.019187673018616437)	(56, 0.02050591009623131)	(58, 0.021384734814641218)	(60, 0.02171429408404494)	(62, 0.022410030319452785)	(64, 0.023215619644661872)	(66, 0.023691649700467242)	(68, 0.024753562901879217)	(70, 0.025669005316889544)	(72, 0.02654783003529946)	(74, 0.028049155595916395)	(76, 0.02896459801092672)	(78, 0.02969695194293498)	(80, 0.03090533593074861)	(82, 0.03141798368315439)	(84, 0.032516514581166785)	(86, 0.033468574692777524)	(88, 0.03401784014178372)	(90, 0.03478681177039239)	(92, 0.03588534266840479)	(94, 0.03654446120721222)	(96, 0.03775284519502585)	(98, 0.0389978468794399)	(100, 0.040132995474052705)	(102, 0.04174417412447087)	(104, 0.042769469629282436)	(106, 0.04386800052729483)	(108, 0.04562564996411465)	(110, 0.04712697552473159)	(112, 0.048848007264951004)	(114, 0.05122815754397786)	(116, 0.0541575732720109)	(118, 0.05734331287624683)	(120, 0.060272728604279874)	(122, 0.06327537972551375)	(124, 0.06712023786855711)	(126, 0.0712580375844038)	(128, 0.07579863196285501)	(130, 0.08037584403790665)	(132, 0.08509952689935993)	(134, 0.09048232829962063)	(136, 0.09729321986729747)	(138, 0.10209013812195157)
SRR16683633_2 - polyg	(1, 0.09359483251065576)	(2, 0.09366806790385658)	(3, 0.0940342448698607)	(4, 0.09447365722906566)	(5, 0.09623130666588549)	(6, 0.09754954374350036)	(7, 0.09813542688910697)	(8, 0.09835513306870945)	(9, 0.09901425160751688)	(10, 0.09981984093272597)	(12, 0.10066204795453547)	(14, 0.10143101958314414)	(16, 0.10212675581855199)	(18, 0.10293234514376107)	(20, 0.10340837519956644)	(22, 0.10454352379417925)	(24, 0.10553220160239041)	(26, 0.10622793783779824)	(28, 0.10674058559020402)	(30, 0.10750955721881271)	(32, 0.10824191115082096)	(34, 0.10897426508282923)	(36, 0.11007279598084163)	(38, 0.11069529682304864)	(40, 0.11146426845165733)	(42, 0.11216000468706516)	(44, 0.11270927013607136)	(46, 0.11355147715788086)	(48, 0.11421059569668829)	(50, 0.11475986114569449)	(52, 0.11556545047090358)	(54, 0.11626118670631143)	(56, 0.11710339372812092)	(58, 0.11783574766012919)	(60, 0.11878780777173992)	(62, 0.11919060243434447)	(64, 0.12006942715275438)	(66, 0.12065531029836099)	(68, 0.1214975173201705)	(70, 0.12226648894877917)	(72, 0.12318193136378949)	(74, 0.12395090299239817)	(76, 0.12420722686860106)	(78, 0.12457340383460519)	(80, 0.12523252237341262)	(82, 0.12611134709182253)	(84, 0.12673384793402956)	(86, 0.1274662018660378)	(88, 0.12838164428104815)	(90, 0.12885767433685352)	(92, 0.12977311675186384)	(94, 0.13061532377367335)	(96, 0.13112797152607913)	(98, 0.1322265024240915)	(100, 0.13270253247989688)	(102, 0.1333250333221039)	(104, 0.13416724034391342)	(106, 0.13475312348952)	(108, 0.13581503669093198)	(110, 0.13698680298214522)	(112, 0.1377923923073543)	(114, 0.13841489314956132)	(116, 0.13940357095777245)	(118, 0.1406119549455861)	(120, 0.14204004511300222)	(122, 0.14328504679741627)	(124, 0.1444934307852299)	(126, 0.14617784482884888)	(128, 0.14753269960306417)	(130, 0.15002270297189224)	(132, 0.15273241252032282)	(134, 0.15602800521436)	(136, 0.1591405094253951)	(138, 0.1614108066146207)
SRR16683634_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00033361833871412054)	(4, 0.0007148964401016869)	(5, 0.003145544336447422)	(6, 0.004718316504671133)	(7, 0.005194914131405591)	(8, 0.005385553182099374)	(9, 0.005862150808833832)	(10, 0.006505557604925351)	(12, 0.007220454045027037)	(14, 0.008674076806567135)	(16, 0.009317483602658652)	(18, 0.009937060517413446)	(20, 0.010508977669494797)	(22, 0.010914085652219086)	(24, 0.011390683278953545)	(26, 0.011819621143014556)	(28, 0.01201026019370834)	(30, 0.012653666989799858)	(32, 0.013630692124605496)	(34, 0.014226439158023569)	(36, 0.01539410334352299)	(38, 0.016537937647685692)	(40, 0.017443473138481158)	(42, 0.01892092578135798)	(44, 0.019945610678837065)	(46, 0.021017955338989595)	(48, 0.022400088456519522)	(50, 0.02347243311667205)	(52, 0.024830736352865257)	(54, 0.02683244638514998)	(56, 0.028214579502679908)	(58, 0.029406073569516054)	(60, 0.030502248111005305)	(62, 0.031360123839127334)	(64, 0.03262310754997365)	(66, 0.033576302803442565)	(68, 0.03481545663295215)	(70, 0.03603078058112502)	(72, 0.03753206310533856)	(74, 0.039247814561582606)	(76, 0.04084441661114305)	(78, 0.04220271984733624)	(80, 0.043465703558182564)	(82, 0.04460953786234526)	(84, 0.04568188252249779)	(86, 0.04675422718265032)	(88, 0.047850401724139575)	(90, 0.049018065909638996)	(92, 0.05047168867117909)	(94, 0.05194914131405591)	(96, 0.05361723300762651)	(98, 0.054522768498421983)	(100, 0.0557857522092683)	(102, 0.05697724627610444)	(104, 0.05802576105492025)	(106, 0.05931257464710329)	(108, 0.061147475510030955)	(110, 0.06262492815290777)	(112, 0.06417387043979475)	(114, 0.06610409082806931)	(116, 0.06791516180966026)	(118, 0.06955942362189413)	(120, 0.07215688068759693)	(122, 0.07532625490538108)	(124, 0.0789960566312364)	(126, 0.08302330657714257)	(128, 0.0873365150990894)	(130, 0.0930556866199029)	(132, 0.0996089039875017)	(134, 0.10592382254173327)	(136, 0.1132395961121072)	(138, 0.11972132383569582)
SRR16683634_2 - polyg	(1, 0.09746421466719664)	(2, 0.09779783300591076)	(3, 0.09817911110729834)	(4, 0.09851272944601246)	(5, 0.10075273829166441)	(6, 0.10122933591839886)	(7, 0.10218253117186778)	(8, 0.10242082998523501)	(9, 0.1029450873746429)	(10, 0.1036599838147446)	(12, 0.10456551930554006)	(14, 0.10613829147376377)	(16, 0.1066863787445084)	(18, 0.10735361542193664)	(20, 0.1082353210313954)	(22, 0.10897404735283381)	(24, 0.10987958284362927)	(26, 0.11097575738511853)	(28, 0.11159533429987331)	(30, 0.11223874109596485)	(32, 0.11331108575611737)	(34, 0.11433577065359646)	(36, 0.11526513602572865)	(38, 0.11626599104187102)	(40, 0.11748131499004387)	(42, 0.11852982976885967)	(44, 0.11936387561564499)	(46, 0.12053153980114441)	(48, 0.12169920398664383)	(50, 0.12253324983342913)	(52, 0.12391538295095905)	(54, 0.12558347464452968)	(56, 0.12698943764339632)	(58, 0.1288481683876607)	(60, 0.13027796126786406)	(62, 0.13099285770796576)	(64, 0.13182690355475107)	(66, 0.13261328963886293)	(68, 0.13320903667228098)	(70, 0.13475797895916797)	(72, 0.13556819492461658)	(74, 0.13628309136471822)	(76, 0.1371886268555137)	(78, 0.13811799222764592)	(80, 0.13923799665047187)	(82, 0.1400720424972572)	(84, 0.14066778953067524)	(86, 0.14126353656409332)	(88, 0.14219290193622552)	(90, 0.14324141671504131)	(92, 0.14412312232450009)	(94, 0.14521929686598933)	(96, 0.1461248323567848)	(98, 0.14695887820357012)	(100, 0.147483135592978)	(102, 0.1478882435757023)	(104, 0.14857931013446726)	(106, 0.1495563352692729)	(108, 0.15084314886145592)	(110, 0.15203464292829205)	(112, 0.15260656008037343)	(114, 0.15324996687646494)	(116, 0.15441763106196438)	(118, 0.15584742394216772)	(120, 0.15739636622905473)	(122, 0.15899296827861514)	(124, 0.16106616795491005)	(126, 0.1635206457325925)	(128, 0.16630874184898908)	(130, 0.16893002879602861)	(132, 0.17226621218316981)	(134, 0.17593601390902514)	(136, 0.18058284076968611)	(138, 0.18420498273286798)
SRR16683635_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00027422786004232706)	(4, 0.0004113417900634906)	(5, 0.003016506460465598)	(6, 0.004936101480761887)	(7, 0.005621671130867705)	(8, 0.006101569885941778)	(9, 0.006444354710994686)	(10, 0.006615747123521141)	(12, 0.007198481326111086)	(14, 0.008363949731290975)	(16, 0.009049519381396793)	(18, 0.00928946875893383)	(20, 0.00970081054899732)	(22, 0.010146430821566101)	(24, 0.010523494129124303)	(26, 0.010832000471671918)	(28, 0.011174785296724828)	(30, 0.011894633429335937)	(32, 0.012580203079441753)	(34, 0.013265772729547574)	(36, 0.014328405687211589)	(38, 0.015151089267338571)	(40, 0.015665266504917934)	(42, 0.016248000707507877)	(44, 0.016830734910097823)	(46, 0.01737919063018248)	(48, 0.0180647602802883)	(50, 0.01912739323795231)	(52, 0.02019002619561633)	(54, 0.021218380670775056)	(56, 0.022966583278544894)	(58, 0.024543393473788273)	(60, 0.025571747948947)	(62, 0.026600102424105727)	(64, 0.027594178416759162)	(66, 0.02869108985692847)	(68, 0.02947949495455016)	(70, 0.030336457017182433)	(72, 0.03129625452733058)	(74, 0.03239316596749989)	(76, 0.03328440651263745)	(78, 0.03417564705777501)	(80, 0.03499833063790199)	(82, 0.03630091297310305)	(84, 0.037123596553230026)	(86, 0.038186229510894044)	(88, 0.03938597639857923)	(90, 0.04048288783874854)	(92, 0.0413398499013808)	(94, 0.04243676134155011)	(96, 0.04288238161411889)	(98, 0.043636508229235295)	(100, 0.0443906348443517)	(102, 0.045418989319510425)	(104, 0.04617311593462682)	(106, 0.047749926129870196)	(108, 0.04942957177262945)	(110, 0.05090354652035696)	(112, 0.05193190099551569)	(114, 0.05313164788320087)	(116, 0.0548798504909707)	(118, 0.057759243021415135)	(120, 0.060672914034364867)	(122, 0.06310668629224052)	(124, 0.06670592695529606)	(126, 0.07119640816348916)	(128, 0.07599539571422989)	(130, 0.07990314271983305)	(132, 0.0853534214381743)	(134, 0.0913521558766002)	(136, 0.09759083969256314)	(138, 0.10235554876079858)
SRR16683635_2 - polyg	(1, 0.08713590252844942)	(2, 0.08727301645847059)	(3, 0.08734157342348117)	(4, 0.08768435824853409)	(5, 0.08919261147876688)	(6, 0.08967251023384096)	(7, 0.09015240898891502)	(8, 0.09042663684895735)	(9, 0.09056375077897852)	(10, 0.09083797863902084)	(12, 0.09148926980662136)	(14, 0.09234623186925364)	(16, 0.09313463696687532)	(18, 0.09361453572194942)	(20, 0.09402587751201288)	(22, 0.09450577626708696)	(24, 0.09529418136470866)	(26, 0.09580835860228802)	(28, 0.09659676369990972)	(30, 0.09745372576254199)	(32, 0.09848208023770072)	(34, 0.09937332078283828)	(36, 0.10050451070551286)	(38, 0.10132719428563985)	(40, 0.10208132090075625)	(42, 0.1026640551033462)	(44, 0.10321251082343086)	(46, 0.10386380199103137)	(48, 0.10472076405366365)	(50, 0.10547489066878005)	(52, 0.10626329576640174)	(54, 0.10694886541650755)	(56, 0.10763443506661338)	(58, 0.10866278954177211)	(60, 0.10962258705192024)	(62, 0.1105823845620684)	(64, 0.11147362510720596)	(66, 0.11236486565234352)	(68, 0.11325610619748108)	(70, 0.11449013156767154)	(72, 0.11514142273527209)	(74, 0.11603266328040965)	(76, 0.11682106837803133)	(78, 0.11750663802813716)	(80, 0.11795225830070594)	(82, 0.11843215705578)	(84, 0.119254840635907)	(86, 0.11976901787348634)	(88, 0.12042030904108689)	(90, 0.1210716002086874)	(92, 0.12162005592877206)	(94, 0.12264841040393078)	(96, 0.12340253701904719)	(98, 0.12419094211666887)	(100, 0.1248422332842694)	(102, 0.12545924596936464)	(104, 0.1259391447244387)	(106, 0.12676182830456567)	(108, 0.12748167643717678)	(110, 0.12847575242983023)	(112, 0.1293669929749678)	(114, 0.13022395503760006)	(116, 0.1311494740652429)	(118, 0.13210927157539107)	(120, 0.13337757542808681)	(122, 0.13468015776328787)	(124, 0.1360855755460048)	(126, 0.13752527181122703)	(128, 0.13903352504145983)	(130, 0.14074744916672438)	(132, 0.14300982901207357)	(134, 0.14606061395504444)	(136, 0.14917995586302593)	(138, 0.15171656356841745)
